CurrYear	gbpu	gbpuName	aTot	nLinksInt	nLinksExt	connNetRatingInt	linkNetClsPctInt_1	linkNetClsPctInt_2	linkNetClsPctInt_3	linkNetClsPctInt_4	connNetRatingExt	linkNetClsPctExt_1	linkNetClsPctExt_2	linkNetClsPctExt_3	linkNetClsPctExt_4
2044	65	Bulkley_Lakes	2368771	627	47	0.918680	0	1	8	91	0.550713	0	28	50	22
2044	66	Khutzeymateen	798936	191	24.500000	0.958624	0	0	4	96	0.672762	0	12	45	43
2044	67	NorthCoast	678270	164	16.500000	0.913867	0	3	4	93	0.543154	0	27	64	9
2044	70	Francois	868521	198	16.500000	0.847971	0	5	10	85	0.674943	0	15	21	64
2054	59	UpperSkeena_Nass	1696792	432	24.500000	0.987184	0	0	2	98	0.965023	0	0	4	96
2054	61	Babine	1429126	360	40.500000	0.935689	0	1	2	97	0.665768	0	20	22	58
2054	62	Stewart	1132800	279	28	0.971680	0	0	1	99	0.851722	0	0	23	77
2054	63	Cranberry	1176752	300	52	0.942172	0	1	4	95	0.766128	0	3	32	65
2054	65	Bulkley_Lakes	2368771	627	48	0.927789	0	1	6	93	0.555613	0	25	51	24
2054	66	Khutzeymateen	798936	191	24.500000	0.961232	0	0	5	95	0.678031	0	14	43	43
2054	67	NorthCoast	678270	164	16.500000	0.917147	0	4	4	92	0.535242	0	30	64	6
2054	70	Francois	868521	197	17	0.866968	0	4	10	86	0.713706	0	6	21	74
2064	59	UpperSkeena_Nass	1696792	432	24.500000	0.988422	0	0	2	98	0.973015	0	0	2	98
2064	61	Babine	1429126	360	40.500000	0.943613	0	1	2	97	0.657342	0	23	23	53
2064	62	Stewart	1132800	279	28	0.970643	0	0	1	99	0.857119	0	0	20	80
2064	63	Cranberry	1176752	300	52	0.941557	0	1	3	96	0.759842	0	2	38	61
2064	65	Bulkley_Lakes	2368771	626	48	0.931335	0	0	7	93	0.568584	0	28	50	22
2064	66	Khutzeymateen	798936	191	24.500000	0.961259	0	0	5	95	0.678761	0	14	41	45
2064	67	NorthCoast	678270	162	16.500000	0.921757	0	2	4	93	0.559304	0	27	64	9
2064	70	Francois	868521	199	17	0.866884	0	4	10	87	0.734048	0	12	21	68
2074	59	UpperSkeena_Nass	1696792	432	24.500000	0.987935	0	0	2	98	0.973393	0	0	2	98
2074	61	Babine	1429126	360	41.500000	0.947577	0	1	2	98	0.651287	2	19	23	55
2074	62	Stewart	1132800	279	28	0.970635	0	0	1	99	0.874358	0	0	16	84
2074	63	Cranberry	1176752	300	52	0.955838	0	1	2	98	0.782278	0	1	31	68
2074	65	Bulkley_Lakes	2368771	625	49	0.936122	0	0	6	93	0.564465	2	22	53	22
2074	66	Khutzeymateen	798936	191	24.500000	0.962764	0	0	4	96	0.684045	0	12	45	43
2074	67	NorthCoast	678270	163	16.500000	0.912015	0	3	4	93	0.547721	0	27	67	6
2074	70	Francois	868521	199	17	0.865879	0	4	9	88	0.746968	0	6	26	68
2084	59	UpperSkeena_Nass	1696792	432	24.500000	0.986795	0	0	2	98	0.984479	0	0	0	100
2084	61	Babine	1429126	360	41	0.950891	0	1	2	98	0.654457	2	16	23	59
2084	62	Stewart	1132800	279	28	0.971820	0	0	1	99	0.876337	0	0	16	84
2084	63	Cranberry	1176752	300	52	0.952003	0	1	3	97	0.805720	0	1	30	69
2084	65	Bulkley_Lakes	2368771	626	48.500000	0.932663	0	0	8	92	0.573154	2	20	54	25
2084	66	Khutzeymateen	798936	191	24.500000	0.962138	0	0	4	96	0.685480	0	14	43	43
2084	67	NorthCoast	678270	162	16.500000	0.919421	0	2	4	93	0.570551	0	30	61	9
2084	70	Francois	868521	199	17	0.866632	0	4	8	88	0.736462	0	6	29	65
2094	59	UpperSkeena_Nass	1696792	432	24.500000	0.988576	0	0	2	98	0.978761	0	0	0	100
2094	61	Babine	1429126	360	41.500000	0.955346	0	0	2	98	0.657137	2	16	23	59
2094	62	Stewart	1132800	279	28	0.966211	0	0	2	98	0.879006	0	0	16	84
2094	63	Cranberry	1176752	300	52	0.951550	0	1	1	98	0.811267	0	1	28	71
2094	65	Bulkley_Lakes	2368771	627	49	0.936395	0	0	7	93	0.583048	2	20	49	29
2094	66	Khutzeymateen	798936	191	24.500000	0.962601	0	0	4	96	0.688228	0	14	41	45
2094	67	NorthCoast	678270	163	16.500000	0.914899	0	3	4	93	0.571586	0	30	61	9
2094	70	Francois	868521	199	17	0.874973	0	4	7	90	0.783853	0	9	15	76
2104	59	UpperSkeena_Nass	1696792	432	24.500000	0.988062	0	0	2	98	0.979990	0	0	0	100
2104	61	Babine	1429126	360	41.500000	0.957898	0	0	2	98	0.705952	0	14	27	59
2104	62	Stewart	1132800	279	28	0.968532	0	0	1	99	0.858895	0	0	18	82
2104	63	Cranberry	1176752	300	52	0.952681	0	1	1	98	0.776956	0	2	28	70
2104	65	Bulkley_Lakes	2368771	626	49.500000	0.929844	0	1	7	92	0.599735	0	19	55	26
2104	66	Khutzeymateen	798936	191	24.500000	0.963760	0	0	3	97	0.682437	0	16	41	43
2104	67	NorthCoast	678270	163	16.500000	0.927470	0	2	5	93	0.557215	0	30	58	12
2104	70	Francois	868521	200	17.500000	0.884358	0	3	8	90	0.750724	0	9	17	74
2114	59	UpperSkeena_Nass	1696792	432	24.500000	0.988116	0	0	2	98	0.970505	0	0	2	98
2114	61	Babine	1429126	360	41	0.959653	0	0	2	98	0.711494	0	15	27	59
2114	62	Stewart	1132800	279	28	0.968330	0	0	1	99	0.851124	0	0	20	80
2114	63	Cranberry	1176752	300	52	0.959833	0	1	1	98	0.782077	0	2	24	74
2114	65	Bulkley_Lakes	2368771	627	49	0.921286	0	0	8	91	0.598087	0	19	53	28
2114	66	Khutzeymateen	798936	191	24.500000	0.964617	0	0	3	97	0.683839	0	14	39	47
2114	67	NorthCoast	678270	163	16.500000	0.932541	0	2	5	93	0.555123	0	27	61	12
2114	70	Francois	868521	200	17.500000	0.888849	0	4	6	91	0.754582	0	9	17	74
2124	59	UpperSkeena_Nass	1696792	432	24.500000	0.988206	0	0	2	98	0.973573	0	0	2	98
2124	61	Babine	1429126	360	41	0.955250	0	0	1	98	0.706888	0	16	26	59
2124	62	Stewart	1132800	279	28	0.969327	0	0	1	99	0.866871	0	0	16	84
2124	63	Cranberry	1176752	300	52	0.948864	0	1	3	97	0.794359	0	2	22	76
2124	65	Bulkley_Lakes	2368771	627	49	0.928854	0	0	7	92	0.601323	0	20	51	29
2124	66	Khutzeymateen	798936	191	24.500000	0.964139	0	0	3	97	0.694594	0	10	41	49
2124	67	NorthCoast	678270	163	16.500000	0.931252	0	2	5	93	0.565474	0	21	70	9
2124	70	Francois	868521	200	17.500000	0.885670	0	4	6	90	0.753014	0	9	14	77
2134	59	UpperSkeena_Nass	1696792	432	24.500000	0.987958	0	0	2	98	0.966666	0	0	2	98
2134	61	Babine	1429126	360	41.500000	0.951471	0	0	2	98	0.699715	0	16	27	58
2134	62	Stewart	1132800	279	28	0.965258	0	0	2	98	0.861548	0	0	16	84
2134	63	Cranberry	1176752	300	52	0.956062	0	1	3	97	0.801038	0	1	23	76
2134	65	Bulkley_Lakes	2368771	627	49	0.939534	0	0	6	94	0.620536	0	18	52	30
2134	66	Khutzeymateen	798936	191	24.500000	0.963576	0	0	3	97	0.690760	0	10	41	49
2134	67	NorthCoast	678270	163	16.500000	0.932738	0	2	4	93	0.573145	0	21	67	12
2134	70	Francois	868521	200	17	0.889675	0	4	6	91	0.825092	0	6	15	79
2144	59	UpperSkeena_Nass	1696792	432	24.500000	0.987616	0	0	2	98	0.963399	0	0	2	98
2144	61	Babine	1429126	360	41.500000	0.949877	0	0	3	97	0.660501	2	14	25	58
2144	62	Stewart	1132800	279	28	0.967055	0	0	2	98	0.866335	0	0	16	84
2144	63	Cranberry	1176752	300	52	0.960375	0	1	1	98	0.797903	0	1	24	75
2144	65	Bulkley_Lakes	2368771	627	49.500000	0.939998	0	1	5	94	0.584534	2	18	53	27
2144	66	Khutzeymateen	798936	191	24.500000	0.963665	0	0	3	97	0.683168	0	12	41	47
2144	67	NorthCoast	678270	163	16.500000	0.934019	0	2	5	93	0.567407	0	27	61	12
2144	70	Francois	868521	199	17.500000	0.890258	0	4	7	89	0.772822	0	6	23	71
2154	59	UpperSkeena_Nass	1696792	432	24.500000	0.987871	0	0	2	98	0.968679	0	0	2	98
2154	61	Babine	1429126	360	41.500000	0.950532	0	0	3	97	0.690365	1	16	25	58
2154	62	Stewart	1132800	279	28	0.966002	0	0	2	98	0.879931	0	0	13	88
2154	63	Cranberry	1176752	300	52	0.964720	0	1	0	99	0.813780	0	2	22	76
2154	65	Bulkley_Lakes	2368771	627	49.500000	0.942097	0	1	6	94	0.594342	1	20	49	29
2154	66	Khutzeymateen	798936	191	24.500000	0.963911	0	0	3	97	0.686876	0	12	41	47
2154	67	NorthCoast	678270	163	16.500000	0.933285	0	2	4	93	0.574113	0	27	58	15
2154	70	Francois	868521	199	17.500000	0.889124	0	4	7	89	0.757482	0	6	23	71
2164	59	UpperSkeena_Nass	1696792	432	24.500000	0.987556	0	0	2	98	0.966797	0	0	2	98
2164	61	Babine	1429126	360	41.500000	0.952028	0	0	2	98	0.685797	1	17	24	58
2164	62	Stewart	1132800	279	28	0.966826	0	0	2	98	0.875025	0	0	11	89
2164	63	Cranberry	1176752	300	52	0.959476	0	1	0	99	0.814969	0	1	20	79
2164	65	Bulkley_Lakes	2368771	627	49.500000	0.941264	0	0	6	94	0.598938	1	20	48	30
2164	66	Khutzeymateen	798936	191	24.500000	0.965313	0	0	3	97	0.692775	0	10	41	49
2164	67	NorthCoast	678270	163	16.500000	0.931960	0	2	4	93	0.572935	0	24	61	15
2164	70	Francois	868521	199	17.500000	0.892088	0	4	7	89	0.776826	0	6	23	71
2174	59	UpperSkeena_Nass	1696792	432	24.500000	0.987424	0	0	2	98	0.968894	0	0	2	98
2174	61	Babine	1429126	360	41.500000	0.954799	0	0	3	98	0.683737	1	14	27	58
2174	62	Stewart	1132800	279	28	0.967035	0	0	2	98	0.879763	0	0	9	91
2174	63	Cranberry	1176752	300	52	0.967294	0	1	0	99	0.799499	0	1	20	79
2174	65	Bulkley_Lakes	2368771	627	49.500000	0.941583	0	1	5	94	0.593049	1	18	55	26
2174	66	Khutzeymateen	798936	191	24.500000	0.964660	0	0	3	97	0.692296	0	14	37	49
2174	67	NorthCoast	678270	163	16.500000	0.932066	0	2	4	93	0.558827	0	30	61	9
2174	70	Francois	868521	199	17.500000	0.893758	0	3	7	90	0.763541	0	6	26	69
2184	59	UpperSkeena_Nass	1696792	432	24.500000	0.988313	0	0	2	98	0.969836	0	0	2	98
2184	61	Babine	1429126	360	41	0.954467	0	0	2	98	0.695984	1	15	24	60
2184	62	Stewart	1132800	279	28	0.966939	0	0	2	98	0.874484	0	0	11	89
2184	63	Cranberry	1176752	300	52	0.964697	0	1	1	99	0.815783	0	0	21	79
2184	65	Bulkley_Lakes	2368771	627	49	0.942011	0	0	6	93	0.605705	1	17	54	28
2184	66	Khutzeymateen	798936	191	24.500000	0.965531	0	0	3	97	0.688961	0	14	39	47
2184	67	NorthCoast	678270	163	16.500000	0.930340	0	2	5	93	0.563107	0	30	61	9
2184	70	Francois	868521	199	17.500000	0.888180	0	3	8	89	0.766542	0	6	20	74
2194	59	UpperSkeena_Nass	1696792	432	24.500000	0.988554	0	0	2	98	0.977413	0	0	2	98
2194	61	Babine	1429126	360	41.500000	0.954658	0	0	2	98	0.666423	2	16	24	58
2194	62	Stewart	1132800	279	28	0.967293	0	0	2	98	0.878507	0	0	11	89
2194	63	Cranberry	1176752	300	52	0.966494	0	1	1	99	0.811558	0	1	22	77
2194	65	Bulkley_Lakes	2368771	627	49.500000	0.940768	0	0	6	94	0.582617	2	19	52	27
2194	66	Khutzeymateen	798936	191	24.500000	0.965485	0	0	3	97	0.695130	0	14	39	47
2194	67	NorthCoast	678270	163	16.500000	0.930314	0	2	5	93	0.577709	0	27	61	12
2194	70	Francois	868521	199	17.500000	0.879696	0	4	10	87	0.742278	0	9	23	69
2204	59	UpperSkeena_Nass	1696792	432	24.500000	0.990702	0	0	1	99	0.982874	0	0	0	100
2204	61	Babine	1429126	360	41.500000	0.954843	0	0	3	98	0.660838	2	18	22	58
2204	62	Stewart	1132800	279	28	0.968007	0	0	2	98	0.884015	0	0	11	89
2204	63	Cranberry	1176752	300	52	0.966945	0	1	1	99	0.815675	0	0	27	73
2204	65	Bulkley_Lakes	2368771	627	49.500000	0.941346	0	0	6	94	0.572551	2	20	52	26
2204	66	Khutzeymateen	798936	191	24.500000	0.965183	0	0	3	97	0.686405	0	14	41	45
2204	67	NorthCoast	678270	163	16.500000	0.936029	0	2	5	93	0.578123	0	27	58	15
2204	70	Francois	868521	199	17.500000	0.877517	0	4	10	86	0.723669	0	9	23	69
2214	59	UpperSkeena_Nass	1696792	432	24.500000	0.989447	0	0	2	98	0.981408	0	0	0	100
2214	61	Babine	1429126	360	41.500000	0.953685	0	0	3	98	0.658333	2	17	23	58
2214	62	Stewart	1132800	279	28	0.968999	0	0	2	98	0.908451	0	0	2	98
2214	63	Cranberry	1176752	300	52	0.967571	0	1	1	99	0.813217	0	0	22	78
2214	65	Bulkley_Lakes	2368771	627	49.500000	0.936189	0	0	7	93	0.572931	2	20	52	26
2214	66	Khutzeymateen	798936	191	24.500000	0.965491	0	0	3	97	0.702935	0	12	35	53
2214	67	NorthCoast	678270	163	16.500000	0.936281	0	2	5	93	0.566019	0	24	67	9
2214	70	Francois	868521	200	17.500000	0.876592	0	4	8	88	0.723745	0	11	20	69
2224	59	UpperSkeena_Nass	1696792	432	24.500000	0.989045	0	0	2	98	0.981641	0	0	0	100
2224	61	Babine	1429126	360	41.500000	0.951626	0	0	3	98	0.652789	2	16	24	58
2224	62	Stewart	1132800	279	28	0.969464	0	0	2	98	0.905854	0	0	5	95
2224	63	Cranberry	1176752	300	52	0.955098	0	1	2	97	0.800536	0	1	25	74
2224	65	Bulkley_Lakes	2368771	627	49	0.936287	0	0	7	93	0.564440	2	20	54	23
2224	66	Khutzeymateen	798936	191	24.500000	0.965428	0	0	3	97	0.696789	0	12	39	49
2224	67	NorthCoast	678270	163	16.500000	0.935330	0	2	5	93	0.560520	0	24	67	9
2224	70	Francois	868521	200	17	0.877231	0	4	9	88	0.729445	0	12	21	68
2234	59	UpperSkeena_Nass	1696792	432	24.500000	0.988876	0	0	2	98	0.975928	0	0	2	98
2234	61	Babine	1429126	360	41.500000	0.952101	0	0	2	98	0.653328	2	18	22	58
2234	62	Stewart	1132800	279	28	0.969627	0	0	2	98	0.904327	0	0	5	95
2234	63	Cranberry	1176752	300	52	0.965292	0	1	0	99	0.807615	0	1	23	76
2234	65	Bulkley_Lakes	2368771	627	49.500000	0.939104	0	0	6	93	0.568364	2	21	51	26
2234	66	Khutzeymateen	798936	191	24.500000	0.964728	0	0	3	97	0.699933	0	16	29	55
2234	67	NorthCoast	678270	163	16.500000	0.935430	0	2	5	93	0.564396	0	30	58	12
2234	70	Francois	868521	200	17.500000	0.880826	0	4	8	89	0.734743	0	9	20	71
2244	59	UpperSkeena_Nass	1696792	432	24.500000	0.988831	0	0	2	98	0.979427	0	0	2	98
2244	61	Babine	1429126	360	41	0.950336	0	0	2	98	0.682922	0	17	23	60
2244	62	Stewart	1132800	279	28	0.969112	0	0	2	98	0.894033	0	0	9	91
2244	63	Cranberry	1176752	300	52	0.962146	0	1	1	99	0.818099	0	1	20	79
2244	65	Bulkley_Lakes	2368771	627	48.500000	0.938768	0	0	6	94	0.587165	0	22	51	28
2244	66	Khutzeymateen	798936	191	24.500000	0.964422	0	0	3	97	0.692140	0	14	37	49
2244	67	NorthCoast	678270	163	16.500000	0.936103	0	2	5	93	0.574148	0	27	58	15
2244	70	Francois	868521	200	17	0.878913	0	5	6	90	0.731783	0	12	18	71
2254	59	UpperSkeena_Nass	1696792	432	24.500000	0.987971	0	0	2	98	0.975012	0	0	2	98
2254	61	Babine	1429126	360	41.500000	0.939894	0	0	3	96	0.662557	2	14	24	59
2254	62	Stewart	1132800	279	28	0.969140	0	0	2	98	0.899397	0	0	5	95
2254	63	Cranberry	1176752	300	52	0.965389	0	1	0	99	0.803508	0	1	21	78
2254	65	Bulkley_Lakes	2368771	627	49	0.936264	0	0	6	93	0.572035	2	19	53	26
2254	66	Khutzeymateen	798936	191	24.500000	0.965141	0	0	3	97	0.703876	0	14	33	53
2254	67	NorthCoast	678270	163	16.500000	0.932461	0	2	5	93	0.555641	0	27	64	9
2254	70	Francois	868521	200	17	0.873446	0	5	7	89	0.745756	0	12	15	74
2264	59	UpperSkeena_Nass	1696792	432	24.500000	0.988140	0	0	2	98	0.974837	0	0	2	98
2264	61	Babine	1429126	360	41.500000	0.936154	0	0	4	96	0.652777	4	17	22	58
2264	62	Stewart	1132800	279	28	0.968652	0	0	2	98	0.896073	0	0	5	95
2264	63	Cranberry	1176752	300	52	0.963808	0	1	1	99	0.811796	0	1	20	79
2264	65	Bulkley_Lakes	2368771	627	49	0.933917	0	0	7	93	0.563094	3	22	50	24
2264	66	Khutzeymateen	798936	191	24.500000	0.965295	0	0	3	97	0.702706	0	14	31	55
2264	67	NorthCoast	678270	163	16.500000	0.932804	0	2	5	93	0.556485	0	30	55	15
2264	70	Francois	868521	200	17	0.861378	0	5	9	86	0.715443	0	12	21	68
