CurrYear	gbpu	gbpuName	aTot	nLinksInt	nLinksExt	connNetRatingInt	linkNetClsPctInt_1	linkNetClsPctInt_2	linkNetClsPctInt_3	linkNetClsPctInt_4	connNetRatingExt	linkNetClsPctExt_1	linkNetClsPctExt_2	linkNetClsPctExt_3	linkNetClsPctExt_4
2054	66	Khutzeymateen	798936	191	24.500000	0.962058	0	0	5	95	0.683645	0	12	43	45
2054	67	NorthCoast	678270	164	16.500000	0.928688	0	2	6	92	0.545596	0	27	64	9
2054	70	Francois	868521	199	17	0.867623	0	3	10	87	0.711818	0	9	15	76
2064	59	UpperSkeena_Nass	1696792	432	24.500000	0.987170	0	0	2	98	0.961343	0	0	4	96
2064	61	Babine	1429126	360	40.500000	0.941742	0	1	3	96	0.661975	1	17	23	58
2064	62	Stewart	1132800	279	28	0.976642	0	0	1	99	0.846617	0	0	23	77
2064	63	Cranberry	1176752	300	52	0.930762	1	0	4	96	0.776893	0	2	35	63
2064	65	Bulkley_Lakes	2368771	627	48	0.938785	0	0	6	94	0.563877	1	23	52	24
2064	66	Khutzeymateen	798936	191	24.500000	0.962252	0	0	4	96	0.687878	0	10	45	45
2064	67	NorthCoast	678270	164	16.500000	0.926385	0	2	5	93	0.561118	0	24	67	9
2064	70	Francois	868521	200	17	0.862789	0	4	9	87	0.729864	0	9	18	74
2074	59	UpperSkeena_Nass	1696792	432	24.500000	0.988036	0	0	2	98	0.976376	0	0	2	98
2074	61	Babine	1429126	360	41	0.949678	0	0	3	97	0.675574	1	20	22	57
2074	62	Stewart	1132800	279	28	0.976033	0	0	1	99	0.875296	0	0	16	84
2074	63	Cranberry	1176752	300	52	0.924935	1	0	3	96	0.790550	0	1	30	69
2074	65	Bulkley_Lakes	2368771	626	48.500000	0.939348	0	0	6	94	0.579253	1	23	53	24
2074	66	Khutzeymateen	798936	191	24.500000	0.962350	0	0	4	96	0.678444	0	10	45	45
2074	67	NorthCoast	678270	163	16.500000	0.921889	0	2	6	92	0.564470	0	21	70	9
2074	70	Francois	868521	199	17	0.861467	0	4	8	88	0.734279	0	9	21	71
2084	59	UpperSkeena_Nass	1696792	432	24.500000	0.988150	0	0	2	98	0.981477	0	0	0	100
2084	61	Babine	1429126	360	41	0.948737	0	0	3	97	0.669841	0	22	20	59
2084	62	Stewart	1132800	279	28	0.978064	0	0	1	99	0.884181	0	0	11	89
2084	63	Cranberry	1176752	300	52.500000	0.930495	1	0	1	98	0.771671	1	0	28	71
2084	65	Bulkley_Lakes	2368771	627	48.500000	0.940554	0	1	5	94	0.569911	0	25	53	23
2084	66	Khutzeymateen	798936	191	25	0.961647	0	0	4	96	0.649247	2	12	40	46
2084	67	NorthCoast	678270	163	16.500000	0.910962	0	2	5	93	0.541349	0	24	70	6
2084	70	Francois	868521	199	17	0.856323	0	5	8	88	0.718642	0	12	21	68
2094	59	UpperSkeena_Nass	1696792	432	24.500000	0.988490	0	0	2	98	0.975549	0	0	2	98
2094	61	Babine	1429126	360	41	0.958053	0	0	3	97	0.675815	0	18	23	59
2094	62	Stewart	1132800	279	28	0.974427	0	0	2	98	0.862678	0	0	21	79
2094	63	Cranberry	1176752	300	52	0.917760	1	0	2	97	0.789993	0	1	27	72
2094	65	Bulkley_Lakes	2368771	627	48.500000	0.938573	0	1	6	94	0.575406	0	24	51	26
2094	66	Khutzeymateen	798936	191	24.500000	0.962136	0	0	4	96	0.674402	0	12	49	39
2094	67	NorthCoast	678270	163	16.500000	0.922791	0	2	5	93	0.543415	0	27	67	6
2094	70	Francois	868521	199	17	0.852697	0	5	8	87	0.735591	0	12	21	68
2104	59	UpperSkeena_Nass	1696792	432	24.500000	0.987701	0	0	2	98	0.972629	0	0	2	98
2104	61	Babine	1429126	360	41	0.958367	0	0	3	97	0.682746	0	16	26	59
2104	62	Stewart	1132800	279	28	0.976251	0	0	1	99	0.870359	0	0	16	84
2104	63	Cranberry	1176752	300	52.500000	0.915906	1	0	2	97	0.762341	1	1	24	74
2104	65	Bulkley_Lakes	2368771	626	49	0.938106	0	0	5	95	0.583311	0	19	52	29
2104	66	Khutzeymateen	798936	191	25	0.962705	0	0	4	96	0.641409	2	14	38	46
2104	67	NorthCoast	678270	163	16.500000	0.925287	0	1	6	93	0.554139	0	27	64	9
2104	70	Francois	868521	199	17.500000	0.879009	0	4	8	88	0.744652	0	9	20	71
2114	59	UpperSkeena_Nass	1696792	432	24.500000	0.988275	0	0	2	98	0.967896	0	0	2	98
2114	61	Babine	1429126	360	41	0.953993	0	0	3	97	0.721967	0	15	27	59
2114	62	Stewart	1132800	279	28	0.975614	0	0	2	98	0.856781	0	0	21	79
2114	63	Cranberry	1176752	300	52	0.928028	1	0	1	98	0.792502	0	1	25	74
2114	65	Bulkley_Lakes	2368771	626	49	0.935139	0	0	5	94	0.603095	0	19	52	29
2114	66	Khutzeymateen	798936	191	24.500000	0.966191	0	0	3	97	0.688880	0	14	39	47
2114	67	NorthCoast	678270	163	16.500000	0.923500	0	2	6	93	0.555634	0	30	58	12
2114	70	Francois	868521	199	17.500000	0.882127	0	4	7	89	0.747590	0	9	23	69
2124	59	UpperSkeena_Nass	1696792	432	24.500000	0.987962	0	0	2	98	0.969630	0	0	2	98
2124	61	Babine	1429126	360	41.500000	0.958447	0	0	3	98	0.707934	0	17	24	59
2124	62	Stewart	1132800	279	28	0.977758	0	0	1	99	0.868882	0	0	16	84
2124	63	Cranberry	1176752	300	52	0.921639	1	0	1	98	0.822574	0	1	24	75
2124	65	Bulkley_Lakes	2368771	627	49	0.935586	0	0	6	94	0.608253	0	20	53	27
2124	66	Khutzeymateen	798936	191	24	0.965774	0	0	3	97	0.698573	0	13	40	48
2124	67	NorthCoast	678270	162	15.500000	0.923848	0	2	4	93	0.625409	0	26	68	6
2124	70	Francois	868521	200	17.500000	0.890682	0	3	7	91	0.752449	0	9	20	71
2134	59	UpperSkeena_Nass	1696792	432	24.500000	0.988028	0	0	2	98	0.970358	0	0	2	98
2134	61	Babine	1429126	360	40.500000	0.959657	0	0	3	97	0.722660	0	11	28	60
2134	62	Stewart	1132800	279	28	0.974015	0	0	1	99	0.874781	0	0	14	86
2134	63	Cranberry	1176752	300	52.500000	0.920193	1	0	2	97	0.790151	1	1	22	76
2134	65	Bulkley_Lakes	2368771	626	48	0.940733	0	0	5	95	0.621431	1	15	54	30
2134	66	Khutzeymateen	798936	191	24.500000	0.965094	0	0	3	97	0.651795	2	8	41	49
2134	67	NorthCoast	678270	162	15.500000	0.908267	1	2	4	93	0.598432	3	16	68	13
2134	70	Francois	868521	200	17.500000	0.889677	0	4	6	91	0.765921	0	9	17	74
2144	59	UpperSkeena_Nass	1696792	432	24.500000	0.988962	0	0	2	98	0.967205	0	0	2	98
2144	61	Babine	1429126	360	40.500000	0.956759	0	0	3	97	0.698966	1	11	28	59
2144	62	Stewart	1132800	279	28	0.976904	0	0	1	99	0.868272	0	0	18	82
2144	63	Cranberry	1176752	300	52.500000	0.916327	1	0	2	97	0.777634	1	1	26	72
2144	65	Bulkley_Lakes	2368771	626	48	0.945098	0	0	5	95	0.605042	2	14	57	27
2144	66	Khutzeymateen	798936	191	24.500000	0.965229	0	0	3	97	0.652484	2	10	41	47
2144	67	NorthCoast	678270	162	15.500000	0.914344	0	3	4	93	0.596040	3	16	71	10
2144	70	Francois	868521	199	17.500000	0.899150	0	4	6	90	0.766564	0	9	17	74
2154	59	UpperSkeena_Nass	1696792	432	24.500000	0.988747	0	0	2	98	0.968956	0	0	2	98
2154	61	Babine	1429126	360	41	0.959613	0	0	3	97	0.688001	0	13	27	60
2154	62	Stewart	1132800	279	28	0.977315	0	0	1	99	0.877541	0	0	14	86
2154	63	Cranberry	1176752	300	52.500000	0.921189	1	0	2	98	0.792044	1	1	21	77
2154	65	Bulkley_Lakes	2368771	626	48	0.949494	0	0	5	95	0.587963	1	18	52	29
2154	66	Khutzeymateen	798936	191	24.500000	0.966212	0	0	3	97	0.652693	2	10	39	49
2154	67	NorthCoast	678270	160	15	0.932633	0	3	4	94	0.572970	3	23	67	7
2154	70	Francois	868521	199	17.500000	0.902993	0	3	6	91	0.759411	0	9	17	74
2164	59	UpperSkeena_Nass	1696792	432	24.500000	0.988078	0	0	2	98	0.968157	0	0	2	98
2164	61	Babine	1429126	357	40	0.959735	0	1	2	97	0.692957	1	11	26	61
2164	62	Stewart	1132800	279	28	0.976494	0	0	1	99	0.892042	0	0	11	89
2164	63	Cranberry	1176752	300	52.500000	0.928441	1	0	1	99	0.791125	1	1	20	78
2164	65	Bulkley_Lakes	2368771	626	47	0.947091	0	0	5	95	0.593561	1	19	48	32
2164	66	Khutzeymateen	798936	191	24.500000	0.965807	0	0	3	97	0.657165	2	6	41	51
2164	67	NorthCoast	678270	160	15	0.924577	0	3	4	94	0.584914	0	23	67	10
2164	70	Francois	868521	199	17.500000	0.886106	0	5	6	90	0.754313	0	11	11	77
2174	59	UpperSkeena_Nass	1696792	432	24.500000	0.988918	0	0	2	98	0.965571	0	0	4	96
2174	61	Babine	1429126	357	39.500000	0.963363	0	1	2	98	0.728033	0	10	28	62
2174	62	Stewart	1132800	279	28	0.976748	0	0	1	99	0.876867	0	0	16	84
2174	63	Cranberry	1176752	300	52.500000	0.926613	1	0	1	99	0.786205	1	1	22	76
2174	65	Bulkley_Lakes	2368771	626	47	0.943345	0	0	5	95	0.562800	4	13	55	28
2174	66	Khutzeymateen	798936	191	24.500000	0.964991	0	0	3	97	0.647014	2	12	37	49
2174	67	NorthCoast	678270	160	15.500000	0.898238	1	2	3	94	0.484335	13	19	65	3
2174	70	Francois	868521	199	17.500000	0.887675	0	3	8	89	0.751297	0	9	17	74
2184	59	UpperSkeena_Nass	1696792	432	24.500000	0.989273	0	0	2	98	0.973160	0	0	2	98
2184	61	Babine	1429126	357	40	0.956457	0	1	2	97	0.692688	1	11	26	61
2184	62	Stewart	1132800	279	28	0.975261	0	0	1	99	0.878655	0	0	11	89
2184	63	Cranberry	1176752	300	52.500000	0.917309	1	0	2	97	0.773078	1	1	21	77
2184	65	Bulkley_Lakes	2368771	626	47.500000	0.938188	0	1	5	94	0.541772	5	14	55	26
2184	66	Khutzeymateen	798936	191	24.500000	0.964838	0	0	3	97	0.647430	2	10	41	47
2184	67	NorthCoast	678270	160	15.500000	0.897658	1	1	4	94	0.497066	13	16	65	6
2184	70	Francois	868521	199	17.500000	0.888896	0	4	7	89	0.732226	0	9	17	74
2194	59	UpperSkeena_Nass	1696792	432	24.500000	0.989536	0	0	2	98	0.974705	0	0	2	98
2194	61	Babine	1429126	357	40.500000	0.954239	0	1	2	97	0.663018	2	15	23	59
2194	62	Stewart	1132800	279	28	0.975597	0	0	1	99	0.873899	0	0	11	89
2194	63	Cranberry	1176752	300	52	0.921135	1	0	1	99	0.776292	1	0	22	77
2194	65	Bulkley_Lakes	2368771	625	47.500000	0.937509	0	1	5	94	0.527374	6	17	51	26
2194	66	Khutzeymateen	798936	191	24.500000	0.964373	0	0	3	97	0.643767	2	14	35	49
2194	67	NorthCoast	678270	160	15.500000	0.892527	1	1	4	94	0.473267	13	23	58	6
2194	70	Francois	868521	199	17.500000	0.883281	0	4	7	89	0.724002	0	11	17	71
2204	59	UpperSkeena_Nass	1696792	432	24.500000	0.989239	0	0	2	98	0.973262	0	0	2	98
2204	61	Babine	1429126	357	39.500000	0.956565	0	1	2	98	0.696389	1	14	24	61
2204	62	Stewart	1132800	279	28	0.976237	0	0	1	99	0.902052	0	0	5	95
2204	63	Cranberry	1176752	300	52	0.918808	1	0	1	99	0.777332	1	0	22	77
2204	65	Bulkley_Lakes	2368771	625	46.500000	0.939627	0	1	5	94	0.536617	5	17	51	27
2204	66	Khutzeymateen	798936	191	24.500000	0.966102	0	0	3	97	0.650832	2	12	31	55
2204	67	NorthCoast	678270	160	15.500000	0.901064	1	2	4	94	0.457828	13	19	61	6
2204	70	Francois	868521	200	17.500000	0.867802	0	5	7	89	0.726787	0	14	14	71
2214	59	UpperSkeena_Nass	1696792	432	24.500000	0.989455	0	0	2	98	0.977444	0	0	2	98
2214	61	Babine	1429126	358	40	0.948052	0	1	2	97	0.690423	0	18	21	61
2214	62	Stewart	1132800	279	28	0.977899	0	0	1	99	0.885429	0	0	11	89
2214	63	Cranberry	1176752	300	52	0.923375	1	0	0	99	0.781714	1	0	22	77
2214	65	Bulkley_Lakes	2368771	625	47	0.940997	0	1	5	94	0.534123	4	19	51	26
2214	66	Khutzeymateen	798936	191	24.500000	0.965346	0	0	3	97	0.640609	2	14	33	51
2214	67	NorthCoast	678270	160	15.500000	0.901632	1	1	4	94	0.455130	13	23	61	3
2214	70	Francois	868521	200	17.500000	0.875078	0	4	7	90	0.731286	0	11	17	71
2224	59	UpperSkeena_Nass	1696792	432	24.500000	0.990453	0	0	2	98	0.982981	0	0	0	100
2224	61	Babine	1429126	358	40	0.948391	0	1	2	97	0.688506	1	14	24	61
2224	62	Stewart	1132800	279	28	0.976839	0	0	1	99	0.908358	0	0	5	95
2224	63	Cranberry	1176752	300	52	0.917229	1	0	0	99	0.772527	1	0	23	76
2224	65	Bulkley_Lakes	2368771	625	47	0.936197	0	1	4	95	0.515652	5	17	50	28
2224	66	Khutzeymateen	798936	191	24.500000	0.965122	0	0	3	97	0.640063	2	8	35	55
2224	67	NorthCoast	678270	160	15.500000	0.891948	1	1	4	94	0.426257	13	13	68	6
2224	70	Francois	868521	200	17.500000	0.868714	0	5	7	89	0.727582	0	14	14	71
2234	59	UpperSkeena_Nass	1696792	432	24.500000	0.989504	0	0	2	98	0.982933	0	0	0	100
2234	61	Babine	1429126	358	40	0.945326	0	1	2	97	0.690723	0	15	25	60
2234	62	Stewart	1132800	279	28	0.978867	0	0	1	99	0.897905	0	0	7	93
2234	63	Cranberry	1176752	300	52	0.909865	1	0	1	98	0.774381	1	0	21	78
2234	65	Bulkley_Lakes	2368771	625	47	0.939364	0	1	5	94	0.519213	4	17	51	28
2234	66	Khutzeymateen	798936	191	24.500000	0.965121	0	0	3	97	0.639891	2	8	37	53
2234	67	NorthCoast	678270	160	15.500000	0.875421	1	1	4	94	0.428798	13	13	65	10
2234	70	Francois	868521	200	17.500000	0.870431	0	5	7	89	0.728868	0	11	17	71
2244	59	UpperSkeena_Nass	1696792	432	24.500000	0.989437	0	0	2	98	0.985997	0	0	0	100
2244	61	Babine	1429126	358	40	0.944122	1	0	2	97	0.674304	1	16	23	60
2244	62	Stewart	1132800	279	28	0.979502	0	0	1	99	0.888372	0	0	9	91
2244	63	Cranberry	1176752	300	52	0.913981	1	0	1	98	0.773199	1	1	20	78
2244	65	Bulkley_Lakes	2368771	624	47	0.940965	0	1	4	95	0.502919	5	20	49	26
2244	66	Khutzeymateen	798936	191	24.500000	0.965366	0	0	3	97	0.636538	2	8	39	51
2244	67	NorthCoast	678270	160	15.500000	0.869123	1	1	4	94	0.416916	13	16	61	10
2244	70	Francois	868521	199	17.500000	0.866877	0	5	7	89	0.719605	0	11	23	66
2254	59	UpperSkeena_Nass	1696792	432	24.500000	0.989289	0	0	2	98	0.975719	0	0	2	98
2254	61	Babine	1429126	358	40	0.948295	0	1	1	97	0.681452	1	16	21	61
2254	62	Stewart	1132800	279	28	0.979044	0	0	1	99	0.894345	0	0	9	91
2254	63	Cranberry	1176752	300	52	0.910208	1	0	2	97	0.769393	1	0	22	77
2254	65	Bulkley_Lakes	2368771	624	47	0.941245	0	0	5	95	0.506742	5	18	48	29
2254	66	Khutzeymateen	798936	191	24.500000	0.965570	0	0	3	97	0.639291	2	12	33	53
2254	67	NorthCoast	678270	160	15.500000	0.865941	1	1	4	94	0.411476	13	23	52	13
2254	70	Francois	868521	200	17.500000	0.860464	0	5	7	89	0.733185	0	9	20	71
2264	59	UpperSkeena_Nass	1696792	432	24.500000	0.989512	0	0	2	98	0.979519	0	0	2	98
2264	61	Babine	1429126	357	40	0.940050	1	0	2	97	0.696220	0	15	23	63
2264	62	Stewart	1132800	279	28	0.977714	0	0	1	99	0.885224	0	0	13	88
2264	63	Cranberry	1176752	300	52	0.915005	1	0	1	99	0.777959	1	0	22	77
2264	65	Bulkley_Lakes	2368771	624	47	0.935867	0	1	5	94	0.503039	4	16	51	29
2264	66	Khutzeymateen	798936	191	25	0.966303	0	0	3	97	0.598545	4	12	38	46
2264	67	NorthCoast	678270	160	16	0.871148	1	1	4	94	0.365557	16	22	56	6
2264	70	Francois	868521	199	17.500000	0.860545	1	4	6	89	0.766091	0	6	23	71
