CurrYear	gbpu	gbpuName	aTot	nLinksInt	nLinksExt	connNetRatingInt	linkNetClsPctInt_1	linkNetClsPctInt_2	linkNetClsPctInt_3	linkNetClsPctInt_4	connNetRatingExt	linkNetClsPctExt_1	linkNetClsPctExt_2	linkNetClsPctExt_3	linkNetClsPctExt_4
2084	65	Bulkley_Lakes	2368771	622	46.500000	0.916792	0	1	6	92	0.504190	4	19	43	33
2084	66	Khutzeymateen	798936	187	25	0.959211	0	0	9	91	0.613400	4	2	40	54
2084	67	NorthCoast	678270	160	16	0.851720	1	1	4	94	0.344025	16	9	53	22
2084	70	Francois	868521	195	17	0.863402	1	4	10	86	0.761823	0	9	15	76
2094	59	UpperSkeena_Nass	1696792	432	24.500000	0.999061	0	0	3	97	1.071742	0	0	2	98
2094	61	Babine	1429126	357	37	0.915715	1	1	2	96	0.674557	1	20	15	64
2094	62	Stewart	1132800	270	28	0.910872	0	3	9	89	0.999229	0	0	9	91
2094	63	Cranberry	1176752	300	52	0.907044	1	0	2	97	0.808581	1	0	25	74
2094	65	Bulkley_Lakes	2368771	621	42.500000	0.878668	1	2	9	89	0.438101	6	22	44	28
2094	66	Khutzeymateen	798936	187	25	0.959600	0	0	10	90	0.585644	4	2	38	56
2094	67	NorthCoast	678270	160	16	0.832063	1	2	3	94	0.284794	16	3	56	25
2094	70	Francois	868521	193	16	0.749201	2	4	28	67	0.673736	0	19	16	66
2104	59	UpperSkeena_Nass	1696792	432	24.500000	0.999046	0	0	3	97	1.031290	0	0	4	96
2104	61	Babine	1429126	356	38	0.877070	1	1	1	97	0.583420	4	16	18	62
2104	62	Stewart	1132800	270	28	0.899086	0	3	10	88	0.905474	0	0	20	80
2104	63	Cranberry	1176752	300	52.500000	0.897551	1	0	3	96	0.687974	2	5	27	67
2104	65	Bulkley_Lakes	2368771	620	43.500000	0.874702	1	1	7	91	0.392247	8	26	39	26
2104	66	Khutzeymateen	798936	187	25.500000	0.958716	0	0	9	91	0.494885	6	4	35	55
2104	67	NorthCoast	678270	160	16	0.806505	1	1	4	94	0.252835	16	9	59	16
2104	70	Francois	868521	193	16	0.819962	1	3	13	83	0.710958	0	16	13	72
2114	59	UpperSkeena_Nass	1696792	432	24.500000	0.996175	0	0	3	97	1.084089	0	0	2	98
2114	61	Babine	1429126	356	37	0.797176	2	0	4	95	0.578545	4	12	20	64
2114	62	Stewart	1132800	270	28	0.904989	0	3	10	87	0.999643	0	0	11	89
2114	63	Cranberry	1176752	300	53	0.889748	1	0	2	97	0.585252	3	3	24	71
2114	65	Bulkley_Lakes	2368771	620	43.500000	0.833116	1	1	10	87	0.356617	11	17	46	25
2114	66	Khutzeymateen	798936	187	25.500000	0.964256	0	0	9	91	0.452968	6	2	39	53
2114	67	NorthCoast	678270	160	16.500000	0.782528	1	2	4	93	0.191617	18	6	64	12
2114	70	Francois	868521	194	16	0.808804	2	2	11	86	0.707797	3	6	19	72
2124	59	UpperSkeena_Nass	1696792	430	24.500000	0.991177	0	0	3	97	1.074067	0	0	2	98
2124	61	Babine	1429126	358	38	0.784389	2	0	1	96	0.511944	7	17	17	59
2124	62	Stewart	1132800	269	28	0.921526	0	2	11	87	0.987847	0	0	9	91
2124	63	Cranberry	1176752	300	52.500000	0.859040	1	1	3	95	0.610337	2	4	18	76
2124	65	Bulkley_Lakes	2368771	620	45	0.797410	2	1	6	91	0.306203	13	23	41	22
2124	66	Khutzeymateen	798936	187	25	0.961161	0	0	8	92	0.507503	4	4	34	58
2124	67	NorthCoast	678270	161	16.500000	0.682795	2	2	3	93	0.169575	18	12	61	9
2124	70	Francois	868521	195	16.500000	0.759414	3	3	12	83	0.659938	3	12	12	73
2134	59	UpperSkeena_Nass	1696792	428	24.500000	0.990299	0	0	4	96	1.065953	0	0	2	98
2134	61	Babine	1429126	358	38	0.771076	2	1	1	95	0.461504	11	16	16	58
2134	62	Stewart	1132800	269	28	0.915068	0	3	11	86	1.001055	0	0	7	93
2134	63	Cranberry	1176752	300	52.500000	0.846611	2	0	2	96	0.588692	4	3	18	75
2134	65	Bulkley_Lakes	2368771	619	45.500000	0.766402	2	1	6	91	0.280060	20	21	32	27
2134	66	Khutzeymateen	798936	187	25	0.963069	0	0	9	91	0.482921	4	0	38	58
2134	67	NorthCoast	678270	162	16.500000	0.608309	2	2	2	93	0.160856	18	3	61	18
2134	70	Francois	868521	195	17	0.751897	3	4	9	85	0.626272	6	9	12	74
2144	59	UpperSkeena_Nass	1696792	427	24	0.971251	0	2	3	96	1.011162	0	2	4	94
2144	61	Babine	1429126	354	36.500000	0.731380	3	0	5	92	0.449942	12	15	15	58
2144	62	Stewart	1132800	268	27.500000	0.905005	0	4	10	86	0.867904	0	2	16	82
2144	63	Cranberry	1176752	299	52	0.846326	2	0	4	95	0.519981	4	4	25	67
2144	65	Bulkley_Lakes	2368771	617	43	0.769671	1	1	8	89	0.256421	22	22	33	23
2144	66	Khutzeymateen	798936	187	24.500000	0.959350	0	0	9	91	0.597746	2	6	37	55
2144	67	NorthCoast	678270	162	16	0.584834	2	1	4	93	0.165861	16	19	50	16
2144	70	Francois	868521	194	16.500000	0.688478	3	5	16	76	0.511924	6	15	12	67
2154	59	UpperSkeena_Nass	1696792	427	23.500000	0.971294	0	2	3	96	1.049049	0	2	2	96
2154	61	Babine	1429126	353	37	0.712758	4	1	3	92	0.409325	16	11	16	57
2154	62	Stewart	1132800	268	27	0.911417	0	3	11	86	0.894675	0	2	13	85
2154	63	Cranberry	1176752	300	52.500000	0.834691	2	0	3	95	0.495965	7	4	22	68
2154	65	Bulkley_Lakes	2368771	620	44	0.709426	2	1	7	90	0.248650	22	20	35	23
2154	66	Khutzeymateen	798936	187	24.500000	0.960023	0	0	9	91	0.606201	2	2	35	61
2154	67	NorthCoast	678270	161	16	0.554615	5	2	2	91	0.160075	16	9	47	28
2154	70	Francois	868521	193	16.500000	0.712861	3	5	9	83	0.539953	6	12	12	70
2164	59	UpperSkeena_Nass	1696792	428	24	0.957379	0	2	3	95	1.016072	0	2	6	92
2164	61	Babine	1429126	349	37	0.703405	3	1	2	94	0.377056	16	12	15	57
2164	62	Stewart	1132800	267	26	0.901516	0	3	12	85	0.853102	0	6	19	75
2164	63	Cranberry	1176752	297	51	0.797059	2	2	5	92	0.456924	8	6	21	66
2164	65	Bulkley_Lakes	2368771	619	43	0.696125	2	1	7	89	0.255856	22	23	31	23
2164	66	Khutzeymateen	798936	187	25	0.961814	0	0	9	91	0.526445	4	2	40	54
2164	67	NorthCoast	678270	161	15.500000	0.541657	5	2	3	90	0.180204	13	13	48	26
2164	70	Francois	868521	193	16.500000	0.693916	5	3	10	82	0.491678	9	12	15	64
2174	59	UpperSkeena_Nass	1696792	429	23	0.899604	2	1	2	95	1.034604	0	2	2	96
2174	61	Babine	1429126	349	35.500000	0.635519	5	1	3	91	0.359947	15	14	17	54
2174	62	Stewart	1132800	267	24.500000	0.890803	0	4	12	84	0.873217	0	6	16	78
2174	63	Cranberry	1176752	295	49	0.747270	4	2	4	89	0.459067	6	8	22	63
2174	65	Bulkley_Lakes	2368771	617	43	0.680792	3	2	7	88	0.246718	23	26	29	22
2174	66	Khutzeymateen	798936	187	23.500000	0.959412	0	0	10	90	0.513492	4	6	40	49
2174	67	NorthCoast	678270	157	15	0.669624	3	2	5	90	0.186446	17	10	50	23
2174	70	Francois	868521	192	16.500000	0.659000	6	2	10	82	0.492578	6	12	18	64
2184	59	UpperSkeena_Nass	1696792	426	23	0.899927	2	2	2	94	1.028104	0	2	4	93
2184	61	Babine	1429126	351	35	0.581733	6	2	2	91	0.327787	20	14	13	53
2184	62	Stewart	1132800	265	24.500000	0.845161	1	5	14	80	0.823975	2	4	18	76
2184	63	Cranberry	1176752	287	45	0.796028	4	2	4	90	0.502359	9	6	19	67
2184	65	Bulkley_Lakes	2368771	616	36	0.685450	3	2	7	88	0.248870	25	26	26	22
2184	66	Khutzeymateen	798936	187	23.500000	0.922654	1	0	9	90	0.496390	6	4	38	51
2184	67	NorthCoast	678270	157	14	0.526956	3	4	3	89	0.222429	11	11	54	25
2184	70	Francois	868521	192	16	0.579466	6	3	8	82	0.428198	9	13	16	63
2194	59	UpperSkeena_Nass	1696792	426	23.500000	0.829445	4	0	2	93	0.878343	4	0	6	89
2194	61	Babine	1429126	351	35	0.529259	7	1	3	89	0.291009	24	11	14	50
2194	62	Stewart	1132800	265	25	0.748286	3	4	13	80	0.625446	8	6	26	60
2194	63	Cranberry	1176752	286	45.500000	0.654761	5	1	3	91	0.428743	14	7	22	57
2194	65	Bulkley_Lakes	2368771	611	33.500000	0.675964	3	2	9	86	0.229863	37	19	30	13
2194	66	Khutzeymateen	798936	187	23.500000	0.914353	1	0	8	91	0.475828	6	9	40	45
2194	67	NorthCoast	678270	156	13.500000	0.487689	6	3	3	89	0.220812	11	15	63	11
2194	70	Francois	868521	185	13.500000	0.417465	8	4	15	73	0.463310	11	15	22	52
2204	59	UpperSkeena_Nass	1696792	425	22	0.766751	4	0	2	93	0.927757	0	2	7	91
2204	61	Babine	1429126	352	36	0.483100	8	1	3	88	0.227450	26	11	14	49
2204	62	Stewart	1132800	263	23.500000	0.677181	4	5	15	76	0.558716	4	17	26	53
2204	63	Cranberry	1176752	287	49	0.586167	7	1	7	86	0.294774	21	9	17	52
2204	65	Bulkley_Lakes	2368771	609	38	0.598508	4	3	10	82	0.171080	43	21	22	13
2204	66	Khutzeymateen	798936	187	24	0.867083	1	0	8	91	0.428052	8	4	42	46
2204	67	NorthCoast	678270	156	13.500000	0.416874	6	3	3	88	0.163826	15	7	67	11
2204	70	Francois	868521	178	14	0.408795	10	4	12	74	0.422709	11	29	18	43
2214	59	UpperSkeena_Nass	1696792	427	22.500000	0.731333	5	1	2	92	0.860745	4	2	4	89
2214	61	Babine	1429126	349	35.500000	0.456316	7	2	7	83	0.186354	31	14	8	46
2214	62	Stewart	1132800	261	23.500000	0.580787	6	5	12	77	0.464432	13	15	19	53
2214	63	Cranberry	1176752	285	47.500000	0.485121	9	2	6	83	0.260839	25	7	19	48
2214	65	Bulkley_Lakes	2368771	605	37	0.542105	5	3	9	83	0.146558	49	22	18	12
2214	66	Khutzeymateen	798936	187	23	0.856665	1	0	10	89	0.454032	9	4	43	43
2214	67	NorthCoast	678270	155	13.500000	0.409449	6	3	3	89	0.161245	15	11	56	19
2214	70	Francois	868521	178	13.500000	0.343035	13	2	11	74	0.339722	22	22	11	44
2224	59	UpperSkeena_Nass	1696792	428	22.500000	0.694950	5	1	3	90	0.773564	4	2	11	82
2224	61	Babine	1429126	342	33	0.383795	10	2	5	83	0.175445	29	17	11	44
2224	62	Stewart	1132800	257	19.500000	0.521213	7	7	12	74	0.403453	13	13	21	54
2224	63	Cranberry	1176752	273	41	0.414917	11	7	6	77	0.263513	22	12	16	50
2224	65	Bulkley_Lakes	2368771	597	32.500000	0.510722	7	3	9	81	0.140971	51	18	22	9
2224	66	Khutzeymateen	798936	186	22.500000	0.796947	1	2	12	85	0.448571	7	11	47	36
2224	67	NorthCoast	678270	155	13	0.410258	7	2	5	86	0.170042	12	19	62	8
2224	70	Francois	868521	179	13	0.320795	16	4	11	69	0.293605	35	4	15	46
2234	59	UpperSkeena_Nass	1696792	427	22	0.658569	6	1	3	90	0.511480	14	7	7	73
2234	61	Babine	1429126	337	30.500000	0.353432	12	5	9	75	0.164940	28	16	11	44
2234	62	Stewart	1132800	248	18	0.504863	9	6	12	73	0.284224	22	28	11	39
2234	63	Cranberry	1176752	271	38.500000	0.322664	18	5	9	68	0.197889	36	13	13	38
2234	65	Bulkley_Lakes	2368771	591	29	0.442583	9	4	11	76	0.117227	60	21	14	5
2234	66	Khutzeymateen	798936	185	21	0.763280	3	2	9	85	0.381380	10	17	50	24
2234	67	NorthCoast	678270	152	14	0.302719	12	2	6	80	0.106628	29	11	54	7
2234	70	Francois	868521	177	11	0.294564	19	6	15	60	0.243550	36	14	9	41
2244	59	UpperSkeena_Nass	1696792	420	20	0.654861	6	2	3	90	0.477866	15	13	10	63
2244	61	Babine	1429126	320	29.500000	0.342435	12	10	8	70	0.130395	46	7	5	42
2244	62	Stewart	1132800	250	16.500000	0.418392	13	6	11	70	0.191059	39	15	6	39
2244	63	Cranberry	1176752	266	38.500000	0.254269	23	5	6	66	0.156096	48	14	12	26
2244	65	Bulkley_Lakes	2368771	582	29	0.391525	12	3	14	71	0.088875	81	5	10	3
2244	66	Khutzeymateen	798936	183	19	0.697196	3	4	8	85	0.314030	11	34	32	24
2244	67	NorthCoast	678270	153	14.500000	0.230867	13	3	6	78	0.083292	31	31	31	7
2244	70	Francois	868521	168	11	0.275482	20	9	20	51	0.169259	50	0	14	36
2254	59	UpperSkeena_Nass	1696792	421	20	0.593504	7	2	3	88	0.375823	18	13	10	60
2254	61	Babine	1429126	319	29	0.288461	20	7	7	66	0.107513	50	5	5	40
2254	62	Stewart	1132800	249	14.500000	0.361416	13	8	12	67	0.152611	45	14	14	28
2254	63	Cranberry	1176752	260	36.500000	0.192505	29	5	5	60	0.116369	55	18	11	16
2254	65	Bulkley_Lakes	2368771	567	29	0.338866	13	7	13	68	0.076741	83	9	7	2
2254	66	Khutzeymateen	798936	184	18	0.632498	7	2	10	82	0.253820	19	31	44	6
2254	67	NorthCoast	678270	153	13.500000	0.202038	14	3	9	73	0.069692	30	22	44	4
2254	70	Francois	868521	160	11.500000	0.235488	24	14	18	44	0.154634	52	4	13	30
2264	59	UpperSkeena_Nass	1696792	414	17.500000	0.552632	8	2	3	87	0.344472	23	14	23	40
2264	61	Babine	1429126	309	25	0.243735	25	7	10	58	0.081102	56	0	12	32
2264	62	Stewart	1132800	245	14.500000	0.276811	15	9	14	62	0.107009	52	17	21	10
2264	63	Cranberry	1176752	261	33.500000	0.134341	33	4	9	53	0.096872	64	9	7	19
2264	65	Bulkley_Lakes	2368771	541	29.500000	0.299259	15	8	13	63	0.063376	90	5	5	0
2264	66	Khutzeymateen	798936	180	19	0.544377	7	5	12	76	0.192050	39	26	26	8
2264	67	NorthCoast	678270	149	14.500000	0.203329	14	3	12	71	0.063343	38	31	31	0
2264	70	Francois	868521	158	8.500000	0.169951	39	9	20	33	0.128668	53	0	18	29
