CurrYear	lu	luName	aTot	nLinksInt	nLinksExt	linkNetClsPctInt_1	linkNetClsPctInt_2	linkNetClsPctInt_3	linkNetClsPctInt_4	linkNetClsPctExt_1	linkNetClsPctExt_2	linkNetClsPctExt_3	linkNetClsPctExt_4
2084	99	Gosnel	53461	7	11	0	0	0	100	0	0	0	100
2084	100	Parrott	46774	10	11	0	0	0	100	0	0	0	100
2084	101	Brown	28429	3	5	0	0	0	100	0	0	0	100
2084	102	Kidprice	100795	12	12	0	0	0	100	0	0	4	96
2084	103	Johnston	46691	3	9	0	0	0	100	0	0	0	100
2084	104	Nanika	37431	7	7.500000	0	0	0	100	0	7	33	60
2084	105	Crab	24851	1	2.500000	0	0	0	100	0	0	0	100
2084	106	Triotsa	58116	10	5	0	10	0	90	0	10	10	80
2084	109	Mosque	100812	17	9.500000	0	0	0	100	0	0	0	100
2084	110	Slamgeesh	56917	5	10	0	0	0	100	0	0	0	100
2084	115	Gitsegukla	70237	8	10	0	0	0	100	0	0	10	90
2084	116	Babine	141241	21	15	0	0	0	100	0	0	0	100
2084	117	Suskwa	86205	17	13	0	0	12	88	0	4	15	81
2084	118	Bowser	129180	18	14	0	11	11	78	0	4	14	82
2084	119	Iknouk	33088	4	7.500000	0	0	0	100	0	0	7	93
2084	120	BabineWest	69606	11	9.500000	0	0	0	100	5	0	5	89
2084	121	Buck	76917	11	11	18	0	9	73	5	5	5	86
2084	122	Dasque	15547	0	3	0	0	0	0	0	0	17	83
2084	123	SkeenIslands	10488	0	2.500000	0	0	0	0	0	0	60	40
2084	124	Sibola	63684	9	8	0	0	0	100	0	13	19	69
2084	125	Kowesas	13905	0	1	0	0	0	0	0	0	50	50
2084	128	Johanson	96183	12	7	0	0	0	100	0	0	0	100
2084	130	Endako	32994	2	6.500000	0	50	50	0	0	8	8	85
2084	131	Nithi	37621	3	5.500000	0	0	0	100	0	0	0	100
2084	136	Cranberry	211769	44	22	0	0	0	100	0	0	0	100
2084	137	BrownBear	75584	9	12	0	0	11	89	0	0	0	100
2084	138	HaroldPrice	36821	2	7	0	0	0	100	0	0	0	100
2084	139	Kitseguecla	9645	0	3	0	0	0	0	0	0	0	100
2084	140	MiddleIskutRiver	24535	1	1.500000	0	0	0	100	0	0	0	100
2084	142	Kitsault	67952	8	11.500000	0	0	0	100	0	0	13	87
2084	143	TroutCreek	24726	1	5	0	0	0	100	0	0	40	60
2084	144	KhutzeymateenPark	40106	4	8	0	0	0	100	0	0	13	88
2084	145	Exstew	52934	5	10	0	0	0	100	0	0	25	75
2084	146	Owen	48189	2	10	0	0	0	100	5	0	5	90
2084	147	Kumealon	48258	4	9	0	0	0	100	0	0	0	100
2084	148	BigFalls	33068	2	7	0	0	0	100	0	0	0	100
2084	149	Dala	77327	11	10	0	0	0	100	0	0	0	100
2084	151	Whitesail	59455	10	5.500000	0	10	40	50	0	9	36	55
2084	152	Horetzky	21721	1	5	0	0	100	0	0	0	40	60
2084	153	Hartley	58070	4	3	0	0	0	100	0	0	0	100
2084	162	NassRiverKalum	51139	1	13.500000	0	0	0	100	0	0	11	89
2084	163	SkeenaRiverKalum	75496	2	14.500000	50	0	0	50	14	3	31	52
2084	164	Squingula	80620	14	10.500000	0	0	0	100	0	0	5	95
2084	165	UpperSkeena	53385	5	10	0	0	0	100	0	0	0	100
2084	167	Muskaboo	218937	45	18	0	0	0	100	0	0	3	97
2084	168	Bear	73805	6	8	0	0	17	83	0	6	44	50
2084	169	Kinskuch	54178	6	9	0	0	0	100	0	0	0	100
2084	170	Tchitin	29568	4	8	0	0	0	100	0	0	0	100
2084	171	Kwinamuck	56379	5	7	0	0	0	100	0	0	7	93
2084	172	TochchaNatowite	452	0	0	0	0	0	0	0	0	0	0
2084	173	Chambers	41527	5	4	0	0	60	40	0	0	0	100
2084	174	Topley	31709	3	6	0	0	0	100	8	0	0	92
2084	175	DeepCreek	24320	0	3	0	0	0	0	0	17	0	83
2084	176	Kasiks	23911	0	3	0	0	0	0	0	0	33	67
2084	177	BurnsLakeEast	97021	13	12	0	38	31	31	0	13	17	71
2084	179	Sparkling	36699	2	7	0	0	0	100	0	0	0	100
2084	181	KitlopeHeritageConservancy	1943	0	0	0	0	0	0	0	0	0	0
2084	183	Spatsizi	79022	9	7.500000	0	0	0	100	0	0	0	100
2084	184	Birdflat	76278	13	8.500000	0	0	0	100	0	0	0	100
2084	187	Whitefish	15048	0	1	0	0	0	0	0	0	0	100
2084	188	KleanzaTreasure	126783	25	13.500000	0	0	4	96	0	4	33	63
2084	189	MiddleSkeenaSouth	101914	13	17	0	0	0	100	0	3	9	88
2084	190	MiddleSkeenaNorth	163030	30	21	0	0	0	100	0	0	2	98
2084	192	Craven	96207	13	8.500000	0	0	0	100	0	0	12	88
2084	193	Wildfire	161645	25	25	0	4	4	92	0	0	4	96
2084	194	Kshwan	49536	5	11	0	20	0	80	0	9	23	68
2084	195	Anyox	31096	2	2.500000	0	0	0	100	0	0	0	100
2084	196	Tseaux	102814	15	15	0	0	7	93	0	0	10	90
2084	197	Morrison	84922	11	8.500000	0	0	0	100	0	0	6	94
2084	198	ObservatoryEast	13804	0	1.500000	0	0	0	0	0	0	0	100
2084	199	NorthBabine	69065	6	5	0	0	33	67	0	0	0	100
2084	201	Chapman	41304	4	8	0	0	0	100	0	0	0	100
2084	202	HotSprings	16162	0	2.500000	0	0	0	0	20	20	0	60
2084	203	MoriceLake	92212	11	13	0	0	0	100	0	0	4	96
2084	204	JesseBish	41915	4	5.500000	0	0	0	100	0	0	0	100
2084	205	FrancoisEast	91544	9	15	0	0	0	100	0	0	10	90
2084	206	Foch	26039	2	3.500000	0	0	0	100	0	0	0	100
2084	207	Kemano	139735	21	13	0	0	0	100	0	0	8	92
2084	208	Ootsa	36795	4	5	0	75	0	25	0	0	0	100
2084	209	Tahtsa	71941	9	13	0	0	0	100	0	4	23	73
2084	213	Lucas	44433	9	3	0	0	0	100	0	0	0	100
2084	217	Hirsch	66585	16	7.500000	19	0	0	81	7	0	0	93
2084	218	LowerSkeena	152407	32	19	0	0	25	75	0	0	11	89
2084	219	KispioxNorth	89889	11	16	0	0	0	100	0	0	0	100
2084	220	Kiteen	86270	14	13	0	0	0	100	0	0	0	100
2084	221	Skeena	87891	14	16	0	0	0	100	0	0	0	100
2094	1	Tintina	87550	9	15.500000	0	0	0	100	0	0	0	100
2094	2	White	98639	12	11.500000	0	0	0	100	0	0	13	87
2094	3	Olh	23668	3	4	0	0	0	100	0	0	0	100
2094	4	Stagoo	38816	7	5	0	0	0	100	0	0	10	90
2094	5	Nass	9696	0	2.500000	0	0	0	0	0	0	0	100
2094	6	Ishkheenickh	58097	6	8	0	0	0	100	0	0	19	81
2094	7	Fulton	98893	15	12.500000	7	0	7	87	4	0	0	96
2094	8	Kwinamass	33440	3	7.500000	0	0	0	100	0	0	0	100
2094	10	Telkwa	124472	24	14.500000	0	0	13	88	3	0	7	90
2094	11	Clore	96540	15	14.500000	0	0	0	100	0	0	14	86
2094	12	Kitimat	98134	14	13	0	0	7	93	0	12	8	81
2094	13	Khtada	40545	3	9	0	0	0	100	0	0	22	78
2094	14	Scotia	32164	2	7	0	0	0	100	0	7	21	71
2094	15	FrancoisWest	94380	15	12	0	0	47	53	0	0	38	63
2094	17	Falls	61434	9	5	0	0	0	100	0	0	0	100
2094	18	Cheslatta	121548	18	13	0	0	33	67	0	0	46	54
2094	21	Intata	28915	2	2	0	0	100	0	0	0	0	100
2094	25	Sustut	135639	23	14	0	0	26	74	0	0	4	96
2094	26	Halett	8650	0	1.500000	0	0	0	0	0	0	33	67
2094	27	KispioxSouth	116153	16	14	0	0	6	94	0	0	0	100
2094	28	Torkelson	47887	5	10	0	0	0	100	0	0	5	95
2094	29	Beaver	139085	15	19	0	0	7	93	0	0	16	84
2094	30	NelsonFiddler	122896	16	19.500000	0	0	0	100	0	0	21	79
2094	31	Copper	93435	15	15	0	0	0	100	0	0	3	97
2094	32	Oweegee	91625	18	10.500000	0	0	22	78	0	0	14	86
2094	33	TaylorDamdochax	237399	52	26	0	0	0	100	0	0	0	100
2094	34	Granisle	19089	1	5	0	0	0	100	0	0	0	100
2094	35	Fleming	607	0	0	0	0	0	0	0	0	0	0
2094	36	Exchamsiks	51151	9	9	0	0	0	100	0	0	11	89
2094	37	Quottoon	38310	4	4.500000	0	0	0	100	0	0	0	100
2094	38	Bulkley	144428	19	27	0	53	32	16	2	15	31	52
2094	39	Taltapin	82419	12	11.500000	0	0	8	92	0	4	43	52
2094	40	BurnsLakeWest	69687	5	10	20	40	40	0	5	20	45	30
2094	41	GitnadoixRiverRA	61564	11	10	0	0	0	100	0	0	15	85
2094	42	Wedeene	61056	8	8	0	0	25	75	6	6	0	88
2094	44	Kitkiata	38762	4	6	0	0	0	100	0	0	0	100
2094	52	Asitka	83273	11	7.500000	0	0	0	100	0	0	0	100
2094	53	Lake	3159	0	0	0	0	0	0	0	0	0	0
2094	56	BelleBay	33700	0	3	0	0	0	0	0	0	0	100
2094	57	Madely	111821	14	16	0	0	0	100	0	0	0	100
2094	58	Corya	22854	0	3	0	0	0	0	0	17	0	83
2094	59	Reiseter	72847	11	12.500000	0	0	0	100	0	4	12	84
2094	61	CambriaIcefield	47407	3	11	0	0	0	100	0	9	32	59
2094	62	Somerville	36598	3	6	0	0	0	100	0	0	0	100
2094	63	Union	23917	0	2.500000	0	0	0	0	0	0	0	100
2094	64	Tuck	21441	2	3	0	0	0	100	0	0	33	67
2094	65	Khyex	53936	10	10.500000	0	0	20	80	0	0	10	90
2094	66	Lakelse	42122	4	10.500000	0	0	0	100	5	10	19	67
2094	67	Thautil	54793	4	8	0	0	0	100	0	0	0	100
2094	68	Burnie	43471	3	12	0	0	0	100	0	0	0	100
2094	69	Nadina	114884	24	15	0	0	4	96	0	0	3	97
2094	70	Gilttoyees	30468	2	7	0	0	0	100	0	0	7	93
2094	71	TweedsmuirNorth	92	0	0	0	0	0	0	0	0	0	0
2094	77	Duti	184974	37	10.500000	0	0	0	100	0	0	0	100
2094	78	Kluatantan	44949	6	4.500000	0	0	0	100	0	0	0	100
2094	81	Sutherland	36306	1	2	0	0	0	100	0	0	0	100
2094	84	Sallysout	122202	23	16	0	0	0	100	0	0	0	100
2094	85	Blunt	35584	4	8	0	0	0	100	0	0	6	94
2094	86	Nilkitkwa	57296	13	8	0	0	0	100	0	0	0	100
2094	87	WestBabine	224997	39	18	0	0	3	97	0	0	0	100
2094	89	Marmot	44790	3	5	0	0	0	100	0	0	10	90
2094	90	ObservatoryWest	16038	0	2	0	0	0	0	0	0	0	100
2094	91	GreenvilleKalum	12141	0	2	0	0	0	0	0	0	0	100
2094	92	Greenville	10142	0	3	0	0	0	0	0	0	0	100
2094	93	Ksedin	32512	7	8	0	0	0	100	0	0	6	94
2094	94	Kalum	35000	3	7.500000	33	0	33	33	13	0	27	60
2094	95	Valley	112879	17	13.500000	0	35	0	65	0	15	15	70
2094	96	BabineEast	53603	6	5.500000	0	0	17	83	0	0	18	82
2094	97	HoustonTommy	52571	7	8	0	0	0	100	0	6	0	94
2094	98	Kaien	41720	2	5	0	0	100	0	0	10	30	60
2094	99	Gosnel	53461	7	11	0	0	0	100	0	0	0	100
2094	100	Parrott	46774	10	11	0	0	0	100	0	0	5	95
2094	101	Brown	28429	3	5	0	0	0	100	0	0	0	100
2094	102	Kidprice	100795	12	12	0	0	0	100	0	0	4	96
2094	103	Johnston	46691	3	9	0	0	0	100	0	0	0	100
2094	104	Nanika	37431	7	7.500000	0	0	0	100	0	7	33	60
2094	105	Crab	24851	1	2.500000	0	0	0	100	0	0	0	100
2094	106	Triotsa	58116	10	5	0	10	0	90	0	10	10	80
2094	109	Mosque	100812	17	9.500000	0	0	0	100	0	0	0	100
2094	110	Slamgeesh	56917	5	10	0	0	0	100	0	0	0	100
2094	115	Gitsegukla	70237	8	10	0	0	0	100	0	0	10	90
2094	116	Babine	141241	21	15	0	0	0	100	0	0	0	100
2094	117	Suskwa	86205	17	13	0	0	12	88	0	4	19	77
2094	118	Bowser	129180	18	14	0	11	11	78	0	4	18	79
2094	119	Iknouk	33088	4	7.500000	0	0	0	100	0	0	7	93
2094	120	BabineWest	69606	11	9.500000	0	0	27	73	5	5	26	63
2094	121	Buck	76917	11	11	18	0	18	64	5	9	27	59
2094	122	Dasque	15547	0	3	0	0	0	0	0	0	17	83
2094	123	SkeenIslands	10488	0	2.500000	0	0	0	0	0	0	40	60
2094	124	Sibola	63684	9	8	0	0	0	100	0	13	13	75
2094	125	Kowesas	13905	0	1	0	0	0	0	0	0	50	50
2094	128	Johanson	96183	12	7	0	0	0	100	0	0	0	100
2094	130	Endako	32994	2	6.500000	0	50	50	0	0	0	15	85
2094	131	Nithi	37621	3	5.500000	0	0	0	100	0	0	0	100
2094	136	Cranberry	211769	44	22	0	0	2	98	0	0	0	100
2094	137	BrownBear	75584	9	12	0	0	0	100	0	0	0	100
2094	138	HaroldPrice	36821	2	7	0	0	0	100	0	0	0	100
2094	139	Kitseguecla	9645	0	3	0	0	0	0	0	0	0	100
2094	140	MiddleIskutRiver	24535	1	1.500000	0	0	0	100	0	0	0	100
2094	142	Kitsault	67952	8	11.500000	0	0	0	100	0	0	13	87
2094	143	TroutCreek	24726	1	5	0	0	0	100	0	20	20	60
2094	144	KhutzeymateenPark	40106	4	8	0	0	0	100	0	0	13	88
2094	145	Exstew	52934	5	10	0	0	0	100	0	0	25	75
2094	146	Owen	48189	2	9.500000	0	0	0	100	5	0	5	89
2094	147	Kumealon	48258	4	9	0	0	0	100	0	0	0	100
2094	148	BigFalls	33068	2	7	0	0	0	100	0	0	0	100
2094	149	Dala	77327	11	10	0	0	0	100	0	0	0	100
2094	151	Whitesail	59455	10	5.500000	0	10	40	50	0	9	55	36
2094	152	Horetzky	21721	1	5	0	0	100	0	0	0	40	60
2094	153	Hartley	58070	4	3	0	0	0	100	0	0	0	100
2094	162	NassRiverKalum	51139	1	13.500000	0	0	0	100	0	0	11	89
2094	163	SkeenaRiverKalum	75496	2	14.500000	50	0	0	50	17	0	34	48
2094	164	Squingula	80620	14	10.500000	0	0	0	100	0	0	5	95
2094	165	UpperSkeena	53385	5	10	0	0	0	100	0	0	0	100
2094	167	Muskaboo	218937	45	18	0	0	0	100	0	0	3	97
2094	168	Bear	73805	6	8	0	0	17	83	0	6	50	44
2094	169	Kinskuch	54178	6	9	0	0	0	100	0	0	0	100
2094	170	Tchitin	29568	4	8	0	0	0	100	0	0	0	100
2094	171	Kwinamuck	56379	5	7	0	0	0	100	0	0	21	79
2094	172	TochchaNatowite	452	0	0	0	0	0	0	0	0	0	0
2094	173	Chambers	41527	5	4	0	0	60	40	0	0	0	100
2094	174	Topley	31709	3	6	0	0	0	100	8	0	0	92
2094	175	DeepCreek	24320	0	2.500000	0	0	0	0	0	0	0	100
2094	176	Kasiks	23911	0	3	0	0	0	0	0	0	33	67
2094	177	BurnsLakeEast	97021	11	11.500000	9	36	27	27	0	4	35	61
2094	179	Sparkling	36699	2	7	0	0	0	100	0	0	0	100
2094	181	KitlopeHeritageConservancy	1943	0	0	0	0	0	0	0	0	0	0
2094	183	Spatsizi	79022	9	7.500000	0	0	0	100	0	0	0	100
2094	184	Birdflat	76278	13	8.500000	0	0	0	100	0	0	0	100
2094	187	Whitefish	15048	0	1	0	0	0	0	0	0	0	100
2094	188	KleanzaTreasure	126783	25	13.500000	0	0	4	96	4	0	33	63
2094	189	MiddleSkeenaSouth	101914	13	17	0	0	0	100	0	3	9	88
2094	190	MiddleSkeenaNorth	163030	30	21	0	0	0	100	0	0	0	100
2094	192	Craven	96207	13	8.500000	0	0	0	100	0	0	12	88
2094	193	Wildfire	161645	25	25	0	4	4	92	0	0	6	94
2094	194	Kshwan	49536	5	11	0	20	0	80	0	9	23	68
2094	195	Anyox	31096	2	2.500000	0	0	0	100	0	0	0	100
2094	196	Tseaux	102814	15	15	0	0	20	80	0	0	17	83
2094	197	Morrison	84922	11	8.500000	0	0	0	100	0	0	12	88
2094	198	ObservatoryEast	13804	0	1.500000	0	0	0	0	0	0	0	100
2094	199	NorthBabine	69065	6	5	0	0	33	67	0	0	20	80
2094	201	Chapman	41304	4	8	0	0	0	100	0	0	0	100
2094	202	HotSprings	16162	0	2.500000	0	0	0	0	20	0	20	60
2094	203	MoriceLake	92212	11	13	0	0	0	100	0	0	4	96
2094	204	JesseBish	41915	4	5.500000	0	0	0	100	0	0	0	100
2094	205	FrancoisEast	91544	8	15	0	0	25	75	0	0	27	73
2094	206	Foch	26039	2	3.500000	0	0	0	100	0	0	0	100
2094	207	Kemano	139735	21	13	0	0	0	100	0	0	8	92
2094	208	Ootsa	36795	4	5	25	50	0	25	0	0	70	30
2094	209	Tahtsa	71941	9	13	0	0	22	78	0	4	35	62
2094	213	Lucas	44433	9	3	0	0	0	100	0	0	17	83
2094	217	Hirsch	66585	16	7.500000	19	0	0	81	7	0	0	93
2094	218	LowerSkeena	152407	32	19	0	0	25	75	0	0	11	89
2094	219	KispioxNorth	89889	11	16	0	0	0	100	0	0	0	100
2094	220	Kiteen	86270	14	13	0	0	0	100	0	0	0	100
2094	221	Skeena	87891	14	16	0	0	0	100	0	0	0	100
2104	1	Tintina	87550	9	15.500000	0	0	0	100	0	0	3	97
2104	2	White	98639	12	11.500000	0	0	0	100	0	0	22	78
2104	3	Olh	23668	3	4	0	0	0	100	0	0	0	100
2104	4	Stagoo	38816	7	5	0	0	0	100	0	0	10	90
2104	5	Nass	9696	0	2.500000	0	0	0	0	0	0	0	100
2104	6	Ishkheenickh	58097	6	8	0	0	0	100	0	0	19	81
2104	7	Fulton	98893	16	12.500000	13	0	0	88	4	0	0	96
2104	8	Kwinamass	33440	3	7.500000	0	0	0	100	0	0	0	100
2104	10	Telkwa	124472	24	14	0	0	38	63	0	0	7	93
2104	11	Clore	96540	15	14.500000	0	0	0	100	0	0	14	86
2104	12	Kitimat	98134	14	13	0	7	7	86	0	8	15	77
2104	13	Khtada	40545	3	9	0	0	0	100	0	6	17	78
2104	14	Scotia	32164	2	7	0	0	0	100	0	7	21	71
2104	15	FrancoisWest	94380	15	12	0	0	7	93	0	4	17	79
2104	17	Falls	61434	9	5	0	0	0	100	0	0	0	100
2104	18	Cheslatta	121548	19	13	0	0	26	74	0	0	8	92
2104	21	Intata	28915	2	2	0	0	100	0	0	0	0	100
2104	25	Sustut	135639	23	14	0	0	26	74	0	0	4	96
2104	26	Halett	8650	0	1.500000	0	0	0	0	0	0	33	67
2104	27	KispioxSouth	116153	16	14	0	0	31	69	0	0	4	96
2104	28	Torkelson	47887	5	10	0	0	0	100	0	0	0	100
2104	29	Beaver	139085	15	19	0	0	7	93	0	0	13	87
2104	30	NelsonFiddler	122896	16	20	0	0	0	100	3	0	10	88
2104	31	Copper	93435	15	15	0	0	0	100	0	3	0	97
2104	32	Oweegee	91625	18	10.500000	0	0	28	72	0	0	14	86
2104	33	TaylorDamdochax	237399	52	26	0	0	0	100	0	0	0	100
2104	34	Granisle	19089	1	5	0	0	0	100	0	0	0	100
2104	35	Fleming	607	0	0	0	0	0	0	0	0	0	0
2104	36	Exchamsiks	51151	9	9	0	0	0	100	0	0	11	89
2104	37	Quottoon	38310	4	4.500000	0	0	0	100	0	0	0	100
2104	38	Bulkley	144428	19	26.500000	5	21	37	37	9	9	21	60
2104	39	Taltapin	82419	12	11.500000	0	0	0	100	0	0	17	83
2104	40	BurnsLakeWest	69687	4	10	25	50	25	0	5	20	35	40
2104	41	GitnadoixRiverRA	61564	11	10	0	0	0	100	0	0	15	85
2104	42	Wedeene	61056	8	8	0	0	25	75	6	6	6	81
2104	44	Kitkiata	38762	4	6	0	0	0	100	0	0	0	100
2104	52	Asitka	83273	11	7.500000	0	0	0	100	0	0	0	100
2104	53	Lake	3159	0	0	0	0	0	0	0	0	0	0
2104	56	BelleBay	33700	0	3	0	0	0	0	0	0	0	100
2104	57	Madely	111821	14	16	0	0	0	100	0	0	13	88
2104	58	Corya	22854	0	3	0	0	0	0	17	0	0	83
2104	59	Reiseter	72847	11	12.500000	0	0	0	100	8	4	4	84
2104	61	CambriaIcefield	47407	3	11	0	0	0	100	0	9	32	59
2104	62	Somerville	36598	3	6	0	0	0	100	0	0	0	100
2104	63	Union	23917	0	2.500000	0	0	0	0	0	0	0	100
2104	64	Tuck	21441	2	3	0	0	0	100	0	0	33	67
2104	65	Khyex	53936	10	10.500000	0	0	20	80	0	0	10	90
2104	66	Lakelse	42122	4	10.500000	0	0	0	100	5	5	29	62
2104	67	Thautil	54793	4	8	0	0	0	100	0	0	0	100
2104	68	Burnie	43471	3	12	0	0	0	100	0	0	0	100
2104	69	Nadina	114884	24	15	0	0	0	100	0	0	0	100
2104	70	Gilttoyees	30468	2	7	0	0	0	100	0	0	7	93
2104	71	TweedsmuirNorth	92	0	0	0	0	0	0	0	0	0	0
2104	77	Duti	184974	37	10.500000	0	0	0	100	0	0	0	100
2104	78	Kluatantan	44949	6	4.500000	0	0	0	100	0	0	0	100
2104	81	Sutherland	36306	1	2	0	0	0	100	0	0	0	100
2104	84	Sallysout	122202	23	16	0	0	0	100	0	0	0	100
2104	85	Blunt	35584	4	8	0	0	0	100	0	0	6	94
2104	86	Nilkitkwa	57296	13	8	0	0	0	100	0	0	0	100
2104	87	WestBabine	224997	39	18	0	0	0	100	0	0	0	100
2104	89	Marmot	44790	3	5	0	0	0	100	0	0	10	90
2104	90	ObservatoryWest	16038	0	2	0	0	0	0	0	0	0	100
2104	91	GreenvilleKalum	12141	0	2	0	0	0	0	0	0	0	100
2104	92	Greenville	10142	0	3	0	0	0	0	0	0	0	100
2104	93	Ksedin	32512	7	8	0	0	0	100	0	0	0	100
2104	94	Kalum	35000	3	8	33	0	33	33	19	0	6	75
2104	95	Valley	112879	18	14	0	33	6	61	4	11	21	64
2104	96	BabineEast	53603	6	5.500000	0	0	0	100	0	0	9	91
2104	97	HoustonTommy	52571	7	8	0	0	0	100	0	6	0	94
2104	98	Kaien	41720	2	5	0	0	100	0	0	10	30	60
2104	99	Gosnel	53461	7	11	0	0	0	100	0	0	0	100
2104	100	Parrott	46774	10	11	0	0	10	90	0	0	5	95
2104	101	Brown	28429	3	5	0	0	0	100	0	0	0	100
2104	102	Kidprice	100795	12	12	0	0	0	100	0	0	4	96
2104	103	Johnston	46691	3	9	0	0	0	100	0	0	0	100
2104	104	Nanika	37431	7	7.500000	0	0	0	100	0	7	33	60
2104	105	Crab	24851	1	2.500000	0	0	0	100	0	0	0	100
2104	106	Triotsa	58116	10	5	0	10	0	90	0	10	0	90
2104	109	Mosque	100812	17	9.500000	0	0	0	100	0	0	0	100
2104	110	Slamgeesh	56917	5	10	0	0	0	100	0	0	0	100
2104	115	Gitsegukla	70237	8	10	0	0	0	100	0	10	0	90
2104	116	Babine	141241	21	15	0	0	0	100	0	0	0	100
2104	117	Suskwa	86205	17	12.500000	0	0	12	88	0	8	12	80
2104	118	Bowser	129180	18	14	0	11	11	78	0	4	18	79
2104	119	Iknouk	33088	4	7.500000	0	0	0	100	0	0	0	100
2104	120	BabineWest	69606	11	9.500000	0	0	18	82	5	0	11	84
2104	121	Buck	76917	11	11	18	0	9	73	5	9	9	77
2104	122	Dasque	15547	0	3	0	0	0	0	0	0	17	83
2104	123	SkeenIslands	10488	0	2.500000	0	0	0	0	0	0	40	60
2104	124	Sibola	63684	9	8	0	0	0	100	0	13	13	75
2104	125	Kowesas	13905	0	1	0	0	0	0	0	0	50	50
2104	128	Johanson	96183	12	7	0	0	0	100	0	0	0	100
2104	130	Endako	32994	1	6.500000	0	100	0	0	0	0	31	69
2104	131	Nithi	37621	3	5.500000	0	0	33	67	0	0	0	100
2104	136	Cranberry	211769	44	22	0	0	2	98	0	0	5	95
2104	137	BrownBear	75584	9	12	0	0	22	78	0	0	21	79
2104	138	HaroldPrice	36821	2	7	0	0	0	100	0	0	0	100
2104	139	Kitseguecla	9645	0	3	0	0	0	0	0	0	0	100
2104	140	MiddleIskutRiver	24535	1	1.500000	0	0	0	100	0	0	0	100
2104	142	Kitsault	67952	8	11.500000	0	0	0	100	0	0	13	87
2104	143	TroutCreek	24726	1	5	0	0	0	100	20	10	10	60
2104	144	KhutzeymateenPark	40106	4	8	0	0	0	100	0	0	13	88
2104	145	Exstew	52934	5	10	0	0	0	100	0	0	30	70
2104	146	Owen	48189	2	9	0	0	0	100	0	0	0	100
2104	147	Kumealon	48258	4	9	0	0	0	100	0	0	0	100
2104	148	BigFalls	33068	2	7	0	0	0	100	0	0	0	100
2104	149	Dala	77327	11	10	0	0	0	100	0	0	0	100
2104	151	Whitesail	59455	10	5.500000	0	10	40	50	0	9	27	64
2104	152	Horetzky	21721	1	5	0	0	100	0	0	0	40	60
2104	153	Hartley	58070	4	3	0	0	0	100	0	0	0	100
2104	162	NassRiverKalum	51139	1	13.500000	0	0	0	100	0	0	11	89
2104	163	SkeenaRiverKalum	75496	2	14.500000	50	0	50	0	17	3	38	41
2104	164	Squingula	80620	14	10.500000	0	0	0	100	0	0	5	95
2104	165	UpperSkeena	53385	5	10	0	0	0	100	0	0	0	100
2104	167	Muskaboo	218937	45	18	0	0	0	100	0	0	3	97
2104	168	Bear	73805	6	8	0	0	17	83	0	6	50	44
2104	169	Kinskuch	54178	6	9	0	0	0	100	0	0	0	100
2104	170	Tchitin	29568	4	8	0	0	0	100	0	0	0	100
2104	171	Kwinamuck	56379	5	7	0	0	0	100	0	0	14	86
2104	172	TochchaNatowite	452	0	0	0	0	0	0	0	0	0	0
2104	173	Chambers	41527	5	4	0	0	60	40	0	0	0	100
2104	174	Topley	31709	3	6	0	0	0	100	8	0	8	83
2104	175	DeepCreek	24320	0	2.500000	0	0	0	0	0	0	20	80
2104	176	Kasiks	23911	0	3	0	0	0	0	0	0	33	67
2104	177	BurnsLakeEast	97021	11	11.500000	9	36	9	45	0	4	26	70
2104	179	Sparkling	36699	2	7	0	0	0	100	0	0	0	100
2104	181	KitlopeHeritageConservancy	1943	0	0	0	0	0	0	0	0	0	0
2104	183	Spatsizi	79022	9	7.500000	0	0	0	100	0	0	0	100
2104	184	Birdflat	76278	13	8.500000	0	0	0	100	0	0	0	100
2104	187	Whitefish	15048	0	1	0	0	0	0	0	0	0	100
2104	188	KleanzaTreasure	126783	25	13.500000	0	0	8	92	4	0	33	63
2104	189	MiddleSkeenaSouth	101914	13	16.500000	0	0	8	92	0	6	9	85
2104	190	MiddleSkeenaNorth	163030	30	21	0	0	0	100	0	0	0	100
2104	192	Craven	96207	13	8.500000	0	0	0	100	0	0	12	88
2104	193	Wildfire	161645	25	25	0	4	4	92	0	0	6	94
2104	194	Kshwan	49536	5	11	0	20	0	80	0	9	23	68
2104	195	Anyox	31096	2	2.500000	0	0	0	100	0	0	0	100
2104	196	Tseaux	102814	15	15	0	0	13	87	0	0	7	93
2104	197	Morrison	84922	11	8.500000	0	0	0	100	0	0	0	100
2104	198	ObservatoryEast	13804	0	1.500000	0	0	0	0	0	0	0	100
2104	199	NorthBabine	69065	6	5	0	0	0	100	0	0	0	100
2104	201	Chapman	41304	4	8	0	0	0	100	0	0	0	100
2104	202	HotSprings	16162	0	2.500000	0	0	0	0	20	0	20	60
2104	203	MoriceLake	92212	11	13	0	0	0	100	0	0	4	96
2104	204	JesseBish	41915	4	5.500000	0	0	0	100	0	0	0	100
2104	205	FrancoisEast	91544	9	15	0	0	0	100	0	0	13	87
2104	206	Foch	26039	2	3.500000	0	0	0	100	0	0	0	100
2104	207	Kemano	139735	21	13	0	0	0	100	0	0	8	92
2104	208	Ootsa	36795	3	5	0	67	0	33	0	0	0	100
2104	209	Tahtsa	71941	9	13	0	0	0	100	0	4	19	77
2104	213	Lucas	44433	9	3	0	0	0	100	0	0	0	100
