CurrYear	gbpu	gbpuName	aTot	nLinksInt	nLinksExt	connNetRatingInt	linkNetClsPctInt_1	linkNetClsPctInt_2	linkNetClsPctInt_3	linkNetClsPctInt_4	connNetRatingExt	linkNetClsPctExt_1	linkNetClsPctExt_2	linkNetClsPctExt_3	linkNetClsPctExt_4
2044	70	Francois	868521	200	17	0.878917	0	4	7	90	0.782985	0	12	18	71
2054	59	UpperSkeena_Nass	1696792	432	24.500000	0.988403	0	0	2	98	0.984196	0	0	2	98
2054	61	Babine	1429126	359	41	0.934257	0	1	4	95	0.673248	0	18	24	57
2054	62	Stewart	1132800	279	28	0.972166	0	0	1	99	0.890694	0	0	11	89
2054	63	Cranberry	1176752	300	52	0.924996	1	0	3	96	0.775516	0	3	28	69
2054	65	Bulkley_Lakes	2368771	625	48.500000	0.902984	0	0	12	88	0.546728	1	27	54	19
2054	66	Khutzeymateen	798936	191	24.500000	0.957723	0	1	5	95	0.664764	0	14	47	39
2054	67	NorthCoast	678270	162	16.500000	0.915884	0	3	4	93	0.488877	3	36	61	0
2054	70	Francois	868521	199	17	0.854435	0	4	9	87	0.744863	0	9	26	65
2064	59	UpperSkeena_Nass	1696792	432	24.500000	0.987607	0	0	2	98	0.980943	0	0	2	98
2064	61	Babine	1429126	360	41	0.963004	0	0	2	98	0.685710	0	17	22	61
2064	62	Stewart	1132800	279	28	0.971914	0	0	1	99	0.884048	0	0	13	88
2064	63	Cranberry	1176752	300	52.500000	0.927671	1	0	1	98	0.773329	1	1	27	71
2064	65	Bulkley_Lakes	2368771	625	49	0.937329	0	0	7	93	0.594172	0	21	50	29
2064	66	Khutzeymateen	798936	191	25	0.957069	0	1	5	94	0.621823	2	14	46	38
2064	67	NorthCoast	678270	163	16.500000	0.907817	0	4	6	91	0.556958	0	30	61	9
2064	70	Francois	868521	200	17.500000	0.855049	0	4	9	88	0.771444	0	9	17	74
2074	59	UpperSkeena_Nass	1696792	432	24.500000	0.988553	0	0	2	98	0.972614	0	0	2	98
2074	61	Babine	1429126	360	41	0.956702	0	0	2	98	0.693529	0	15	28	57
2074	62	Stewart	1132800	279	28	0.969791	0	0	1	99	0.872138	0	0	16	84
2074	63	Cranberry	1176752	300	52.500000	0.935030	1	0	1	98	0.771911	1	1	28	70
2074	65	Bulkley_Lakes	2368771	627	49	0.939650	0	0	5	94	0.574940	0	22	53	24
2074	66	Khutzeymateen	798936	191	25	0.958502	0	0	5	95	0.623503	2	14	46	38
2074	67	NorthCoast	678270	161	16.500000	0.898855	0	2	11	87	0.522891	0	39	58	3
2074	70	Francois	868521	200	17.500000	0.859492	0	4	8	88	0.737810	0	9	23	69
2084	59	UpperSkeena_Nass	1696792	432	24.500000	0.988468	0	0	2	98	0.963991	0	0	2	98
2084	61	Babine	1429126	360	40.500000	0.943257	0	1	2	97	0.680492	0	19	21	60
2084	62	Stewart	1132800	279	28	0.966821	0	0	1	99	0.852208	0	0	20	80
2084	63	Cranberry	1176752	300	51.500000	0.919547	1	0	2	97	0.783986	0	0	31	69
2084	65	Bulkley_Lakes	2368771	624	47	0.913164	0	1	8	91	0.582343	0	24	51	24
2084	66	Khutzeymateen	798936	191	24.500000	0.955227	0	1	4	96	0.660650	0	16	55	29
2084	67	NorthCoast	678270	162	16	0.906816	1	2	6	92	0.562162	0	31	59	9
2084	70	Francois	868521	198	17	0.804332	0	6	23	71	0.701234	0	18	21	62
2094	59	UpperSkeena_Nass	1696792	432	24.500000	0.985707	0	0	2	98	0.972681	0	0	2	98
2094	61	Babine	1429126	360	41	0.925121	0	1	3	96	0.651967	0	21	20	60
2094	62	Stewart	1132800	279	28	0.967139	0	0	1	99	0.865850	0	0	18	82
2094	63	Cranberry	1176752	300	51.500000	0.920762	1	0	1	98	0.779993	0	0	30	70
2094	65	Bulkley_Lakes	2368771	624	48	0.892492	0	1	12	88	0.549290	0	28	49	23
2094	66	Khutzeymateen	798936	191	24.500000	0.954236	0	1	4	96	0.673078	0	16	43	41
2094	67	NorthCoast	678270	161	16	0.926754	0	2	5	93	0.522252	0	41	56	3
2094	70	Francois	868521	198	17.500000	0.862562	0	5	9	86	0.712132	0	14	17	69
2104	59	UpperSkeena_Nass	1696792	432	24.500000	0.988209	0	0	2	98	0.975510	0	0	2	98
2104	61	Babine	1429126	358	40.500000	0.925272	0	1	4	95	0.653842	0	26	15	59
2104	62	Stewart	1132800	279	28	0.968917	0	0	1	99	0.867082	0	0	18	82
2104	63	Cranberry	1176752	300	51.500000	0.921820	1	0	0	99	0.803438	0	1	27	72
2104	65	Bulkley_Lakes	2368771	624	46	0.917048	0	1	7	92	0.533599	1	33	43	23
2104	66	Khutzeymateen	798936	191	24	0.953666	0	0	5	95	0.683898	0	13	46	42
2104	67	NorthCoast	678270	161	15	0.891272	1	1	6	92	0.530073	3	33	60	3
2104	70	Francois	868521	197	16.500000	0.773418	1	6	22	71	0.669406	0	18	21	61
2114	59	UpperSkeena_Nass	1696792	432	24.500000	0.987619	0	0	2	98	0.978895	0	0	2	98
2114	61	Babine	1429126	358	40	0.933314	0	1	3	96	0.663169	0	20	21	59
2114	62	Stewart	1132800	279	28	0.971165	0	0	1	99	0.864229	0	0	18	82
2114	63	Cranberry	1176752	300	52	0.919918	1	0	1	99	0.762803	1	1	29	69
2114	65	Bulkley_Lakes	2368771	625	46.500000	0.917009	0	1	7	92	0.540571	3	25	51	22
2114	66	Khutzeymateen	798936	191	24.500000	0.961148	0	0	4	96	0.620222	2	12	53	33
2114	67	NorthCoast	678270	161	15	0.875889	2	2	3	93	0.493472	10	27	63	0
2114	70	Francois	868521	200	17.500000	0.865886	0	4	7	89	0.734314	0	11	23	66
2124	59	UpperSkeena_Nass	1696792	432	24.500000	0.985432	0	0	2	98	0.960142	0	0	4	96
2124	61	Babine	1429126	358	39.500000	0.919062	0	1	3	96	0.622757	1	19	23	57
2124	62	Stewart	1132800	279	28	0.964928	0	0	2	98	0.833764	0	0	30	70
2124	63	Cranberry	1176752	300	52	0.878679	1	1	5	94	0.723619	1	4	33	63
2124	65	Bulkley_Lakes	2368771	624	46	0.917475	0	1	6	93	0.494542	5	26	46	23
2124	66	Khutzeymateen	798936	191	25	0.961159	0	0	4	96	0.568797	4	12	38	46
2124	67	NorthCoast	678270	161	16	0.872883	1	1	5	93	0.405827	16	22	63	0
2124	70	Francois	868521	200	17	0.836955	0	5	10	86	0.733593	0	12	12	76
2134	59	UpperSkeena_Nass	1696792	432	24.500000	0.980662	0	0	3	97	0.988802	0	0	0	100
2134	61	Babine	1429126	358	39.500000	0.937721	0	1	3	97	0.682923	0	18	20	62
2134	62	Stewart	1132800	279	28	0.969350	0	0	1	99	0.856076	0	0	21	79
2134	63	Cranberry	1176752	300	52	0.911105	1	0	1	98	0.751355	1	1	31	67
2134	65	Bulkley_Lakes	2368771	623	46	0.923172	0	1	6	93	0.530792	4	22	47	27
2134	66	Khutzeymateen	798936	191	24.500000	0.961846	0	0	4	96	0.632170	2	8	49	41
2134	67	NorthCoast	678270	160	15.500000	0.870266	1	1	4	94	0.464601	13	13	68	6
2134	70	Francois	868521	200	17	0.862498	0	4	8	89	0.746451	0	15	12	74
2144	59	UpperSkeena_Nass	1696792	431	24.500000	0.978468	0	0	3	97	0.983081	0	0	2	98
2144	61	Babine	1429126	358	39.500000	0.927706	0	1	4	96	0.649057	0	20	20	59
2144	62	Stewart	1132800	279	28	0.970091	0	0	1	99	0.861428	0	0	20	80
2144	63	Cranberry	1176752	300	52	0.900261	1	0	2	97	0.746912	1	3	29	67
2144	65	Bulkley_Lakes	2368771	623	45.500000	0.919238	0	1	5	93	0.480997	4	24	45	26
2144	66	Khutzeymateen	798936	191	25	0.951661	0	1	6	94	0.562606	4	12	50	34
2144	67	NorthCoast	678270	160	16	0.836424	1	3	3	94	0.347479	16	22	56	6
2144	70	Francois	868521	200	16.500000	0.860330	0	5	6	90	0.795737	0	6	18	76
2154	59	UpperSkeena_Nass	1696792	431	24.500000	0.969256	0	1	2	97	0.980164	0	0	2	98
2154	61	Babine	1429126	358	39	0.914180	1	0	2	97	0.656834	1	18	22	59
2154	62	Stewart	1132800	279	28	0.971874	0	0	1	99	0.868307	0	0	18	82
2154	63	Cranberry	1176752	300	52	0.912500	1	0	2	98	0.769838	1	0	28	71
2154	65	Bulkley_Lakes	2368771	622	45	0.917521	0	1	6	93	0.477576	6	21	48	26
2154	66	Khutzeymateen	798936	191	25	0.959473	0	0	5	95	0.538415	4	12	46	38
2154	67	NorthCoast	678270	160	16	0.835959	1	3	3	93	0.325724	16	25	53	6
2154	70	Francois	868521	199	16.500000	0.856585	0	5	7	88	0.743794	0	9	18	73
2164	59	UpperSkeena_Nass	1696792	431	24.500000	0.967147	0	1	2	97	0.977556	0	0	2	98
2164	61	Babine	1429126	358	38.500000	0.917390	1	1	1	97	0.665323	0	18	19	62
2164	62	Stewart	1132800	279	28	0.970079	0	0	1	99	0.861461	0	0	20	80
2164	63	Cranberry	1176752	300	52.500000	0.916181	1	0	0	99	0.704239	2	4	27	68
2164	65	Bulkley_Lakes	2368771	622	44.500000	0.915683	1	1	5	93	0.434105	4	25	48	22
2164	66	Khutzeymateen	798936	191	25	0.963060	0	0	5	95	0.476046	6	12	44	38
2164	67	NorthCoast	678270	160	15.500000	0.794515	1	2	4	93	0.263011	16	23	58	3
2164	70	Francois	868521	200	16.500000	0.832514	0	6	7	88	0.759455	0	9	24	67
2174	59	UpperSkeena_Nass	1696792	430	24.500000	0.974482	0	1	2	97	0.978915	0	0	2	98
2174	61	Babine	1429126	358	39.500000	0.896029	1	1	1	97	0.614110	3	19	22	57
2174	62	Stewart	1132800	279	28	0.966770	0	0	2	98	0.881246	0	0	13	88
2174	63	Cranberry	1176752	300	52.500000	0.901403	1	0	2	97	0.643523	2	2	27	70
2174	65	Bulkley_Lakes	2368771	621	46	0.901591	1	2	5	93	0.427794	9	24	47	21
2174	66	Khutzeymateen	798936	191	25	0.962015	0	0	4	96	0.511740	4	12	38	46
2174	67	NorthCoast	678270	161	16	0.729602	2	1	4	93	0.241243	16	22	63	0
2174	70	Francois	868521	196	16.500000	0.830654	1	5	8	86	0.708239	3	12	15	70
2184	59	UpperSkeena_Nass	1696792	429	24.500000	0.976797	0	1	2	97	0.971275	0	0	2	98
2184	61	Babine	1429126	357	39.500000	0.897045	1	1	2	97	0.594929	1	22	22	56
2184	62	Stewart	1132800	279	28	0.958515	0	1	2	97	0.861278	0	0	20	80
2184	63	Cranberry	1176752	300	52.500000	0.896889	1	0	1	98	0.629528	2	2	30	67
2184	65	Bulkley_Lakes	2368771	619	46.500000	0.894384	1	1	6	93	0.378494	8	28	47	17
2184	66	Khutzeymateen	798936	191	25	0.959477	0	0	5	95	0.497539	4	12	48	36
2184	67	NorthCoast	678270	161	16.500000	0.793566	1	1	5	93	0.208230	18	21	61	0
2184	70	Francois	868521	198	16.500000	0.804410	2	5	8	86	0.706212	0	18	12	70
2194	59	UpperSkeena_Nass	1696792	428	24.500000	0.980877	0	0	2	98	0.972710	0	0	2	98
2194	61	Babine	1429126	358	38	0.873070	1	1	2	96	0.552236	7	22	13	58
2194	62	Stewart	1132800	279	28	0.958346	0	1	1	97	0.848086	0	0	23	77
2194	63	Cranberry	1176752	300	53	0.889221	1	0	3	97	0.569676	3	2	28	67
2194	65	Bulkley_Lakes	2368771	617	44	0.891017	1	1	6	92	0.350073	13	30	39	19
2194	66	Khutzeymateen	798936	191	25.500000	0.956421	0	0	5	95	0.426255	6	16	41	37
2194	67	NorthCoast	678270	160	16.500000	0.770951	1	1	4	94	0.191426	18	27	52	3
2194	70	Francois	868521	195	15.500000	0.750497	1	7	28	65	0.622930	0	26	6	68
2204	59	UpperSkeena_Nass	1696792	428	24.500000	0.975403	0	0	2	98	0.974165	0	0	2	98
2204	61	Babine	1429126	357	39	0.839974	1	0	2	96	0.530180	10	17	18	55
2204	62	Stewart	1132800	279	28	0.957583	0	1	1	97	0.863961	0	0	20	80
2204	63	Cranberry	1176752	300	53	0.884846	1	0	3	96	0.562663	3	5	26	66
2204	65	Bulkley_Lakes	2368771	617	46	0.895289	1	0	5	93	0.335777	16	24	42	17
2204	66	Khutzeymateen	798936	191	25.500000	0.958162	0	0	5	95	0.422444	6	18	37	39
2204	67	NorthCoast	678270	160	16.500000	0.757029	1	0	6	93	0.182079	18	30	48	3
2204	70	Francois	868521	198	16.500000	0.784886	1	5	14	80	0.652570	3	15	18	64
2214	59	UpperSkeena_Nass	1696792	428	24.500000	0.979048	0	0	2	98	0.978620	0	0	2	98
2214	61	Babine	1429126	357	39.500000	0.819726	1	1	2	96	0.498085	11	16	16	56
2214	62	Stewart	1132800	279	27.500000	0.956678	0	1	1	97	0.846226	0	2	18	80
2214	63	Cranberry	1176752	300	52	0.879468	1	0	3	96	0.555731	3	3	25	69
2214	65	Bulkley_Lakes	2368771	616	46	0.889538	1	0	5	93	0.322518	17	24	41	17
2214	66	Khutzeymateen	798936	191	24	0.943484	0	1	4	95	0.421404	6	13	44	38
2214	67	NorthCoast	678270	160	16.500000	0.745025	1	1	4	93	0.176683	18	21	61	0
2214	70	Francois	868521	195	16	0.787799	3	3	11	84	0.716854	3	13	9	75
2224	59	UpperSkeena_Nass	1696792	428	24.500000	0.964950	0	1	3	96	0.985168	0	0	0	100
2224	61	Babine	1429126	357	39.500000	0.802982	2	0	1	96	0.445577	14	14	18	54
2224	62	Stewart	1132800	279	27.500000	0.948800	0	1	2	97	0.832729	0	4	13	84
2224	63	Cranberry	1176752	300	52	0.873354	1	0	3	96	0.543527	3	7	23	67
2224	65	Bulkley_Lakes	2368771	618	46.500000	0.876362	1	0	5	93	0.291617	20	26	33	20
2224	66	Khutzeymateen	798936	191	24	0.944141	0	1	4	95	0.408769	6	19	38	38
2224	67	NorthCoast	678270	162	16.500000	0.608701	2	2	5	91	0.157349	18	33	45	3
2224	70	Francois	868521	196	16.500000	0.771997	3	3	8	86	0.606540	6	18	3	73
2234	59	UpperSkeena_Nass	1696792	428	24.500000	0.963123	0	1	3	96	0.976930	0	0	2	98
2234	61	Babine	1429126	358	37.500000	0.760127	2	0	3	95	0.449971	12	15	17	56
2234	62	Stewart	1132800	279	27.500000	0.952486	0	1	2	97	0.837109	2	0	11	87
2234	63	Cranberry	1176752	300	52	0.859294	1	1	3	96	0.504003	3	5	23	69
2234	65	Bulkley_Lakes	2368771	619	44.500000	0.856772	1	0	6	92	0.283900	19	24	37	20
2234	66	Khutzeymateen	798936	191	23.500000	0.936784	1	1	3	96	0.480577	6	13	38	43
2234	67	NorthCoast	678270	163	16	0.597634	2	2	4	92	0.174187	16	25	56	3
2234	70	Francois	868521	195	16.500000	0.782494	3	2	9	87	0.626911	6	15	9	70
2244	59	UpperSkeena_Nass	1696792	428	24.500000	0.951081	0	2	2	96	0.972446	0	0	2	98
2244	61	Babine	1429126	356	38	0.757510	2	1	4	93	0.407705	14	20	12	54
2244	62	Stewart	1132800	279	27.500000	0.949708	0	1	2	97	0.779373	2	0	22	76
2244	63	Cranberry	1176752	299	52	0.849868	1	1	2	96	0.481153	3	8	24	65
2244	65	Bulkley_Lakes	2368771	621	44.500000	0.793478	2	0	9	89	0.269823	21	25	39	15
2244	66	Khutzeymateen	798936	191	23.500000	0.909846	1	0	4	95	0.461948	6	13	47	34
2244	67	NorthCoast	678270	163	16	0.588474	2	1	5	92	0.168472	16	25	59	0
2244	70	Francois	868521	195	16	0.771228	3	3	8	87	0.568161	6	16	16	63
2254	59	UpperSkeena_Nass	1696792	431	24.500000	0.914923	2	1	2	96	0.969316	0	0	2	98
2254	61	Babine	1429126	356	38	0.734355	3	1	4	93	0.398163	17	13	16	54
2254	62	Stewart	1132800	279	27.500000	0.947377	0	1	2	97	0.766638	2	0	15	84
2254	63	Cranberry	1176752	300	51.500000	0.842134	1	1	1	97	0.489834	6	4	27	63
2254	65	Bulkley_Lakes	2368771	622	44.500000	0.793395	2	0	5	92	0.259143	21	22	39	17
2254	66	Khutzeymateen	798936	191	23	0.915657	1	0	3	96	0.526896	4	13	43	39
2254	67	NorthCoast	678270	162	16	0.583607	2	2	4	92	0.171719	16	25	56	3
2254	70	Francois	868521	193	16	0.772509	2	3	10	84	0.550264	6	13	13	69
2264	59	UpperSkeena_Nass	1696792	430	24.500000	0.907299	2	1	2	96	0.967030	0	0	4	96
2264	61	Babine	1429126	354	37.500000	0.723845	3	1	3	93	0.368691	17	16	16	51
2264	62	Stewart	1132800	279	27.500000	0.945530	0	1	2	97	0.766018	2	0	20	78
2264	63	Cranberry	1176752	300	51	0.836329	1	2	2	96	0.565662	5	4	26	65
2264	65	Bulkley_Lakes	2368771	623	44	0.735954	2	0	6	92	0.250508	22	24	36	18
2264	66	Khutzeymateen	798936	191	23	0.915590	1	0	3	96	0.524822	4	17	41	37
2264	67	NorthCoast	678270	162	15.500000	0.577636	2	1	4	92	0.204040	13	32	52	3
2264	70	Francois	868521	194	16	0.716225	3	2	12	83	0.494384	6	16	9	69
