CurrYear	gbpu	gbpuName	aTot	nLinksInt	nLinksExt	connNetRatingInt	linkNetClsPctInt_1	linkNetClsPctInt_2	linkNetClsPctInt_3	linkNetClsPctInt_4	connNetRatingExt	linkNetClsPctExt_1	linkNetClsPctExt_2	linkNetClsPctExt_3	linkNetClsPctExt_4
2114	67	NorthCoast	678270	161	16	0.710058	2	2	3	93	0.216988	16	25	56	3
2114	70	Francois	868521	196	16.500000	0.719164	4	2	7	88	0.584676	6	12	15	67
2124	59	UpperSkeena_Nass	1696792	430	24.500000	0.981452	0	0	2	97	0.982888	0	0	0	100
2124	61	Babine	1429126	357	37.500000	0.753436	3	0	1	95	0.472811	13	15	15	57
2124	62	Stewart	1132800	279	28	0.968728	0	0	1	99	0.870187	0	0	13	88
2124	63	Cranberry	1176752	299	53	0.858039	1	0	4	95	0.546463	4	5	26	65
2124	65	Bulkley_Lakes	2368771	621	43.500000	0.812551	1	1	5	93	0.307538	22	24	36	18
2124	66	Khutzeymateen	798936	191	25.500000	0.956333	0	0	4	96	0.424935	6	12	49	33
2124	67	NorthCoast	678270	162	16.500000	0.655344	2	2	4	91	0.192606	18	24	58	0
2124	70	Francois	868521	195	15.500000	0.701368	3	2	8	88	0.593248	6	10	10	74
2134	59	UpperSkeena_Nass	1696792	428	24.500000	0.980654	0	0	3	97	0.972163	0	0	2	98
2134	61	Babine	1429126	356	36	0.749472	3	0	3	94	0.416181	15	13	15	57
2134	62	Stewart	1132800	279	27.500000	0.954433	0	1	2	97	0.841798	0	2	18	80
2134	63	Cranberry	1176752	299	51.500000	0.843842	2	0	2	96	0.532105	5	5	23	67
2134	65	Bulkley_Lakes	2368771	620	43	0.784481	1	1	5	92	0.284420	24	19	35	22
2134	66	Khutzeymateen	798936	191	24	0.951846	0	1	6	94	0.424842	6	15	42	38
2134	67	NorthCoast	678270	162	16.500000	0.707538	2	1	5	92	0.183660	18	21	55	6
2134	70	Francois	868521	196	16	0.698805	3	2	8	87	0.568190	6	9	13	72
2144	59	UpperSkeena_Nass	1696792	427	24.500000	0.956765	0	2	1	96	0.967756	0	0	2	98
2144	61	Babine	1429126	358	36.500000	0.719953	3	1	3	94	0.411875	16	12	15	56
2144	62	Stewart	1132800	279	27.500000	0.948698	0	1	3	96	0.827244	0	2	15	84
2144	63	Cranberry	1176752	299	51	0.831440	2	0	4	95	0.480906	6	7	25	63
2144	65	Bulkley_Lakes	2368771	621	44	0.783428	2	1	5	92	0.268197	24	24	33	19
2144	66	Khutzeymateen	798936	191	23.500000	0.950196	0	1	4	95	0.474944	4	17	43	36
2144	67	NorthCoast	678270	162	16	0.609306	2	1	6	91	0.179637	16	28	50	6
2144	70	Francois	868521	193	16	0.694105	3	4	9	84	0.548573	6	9	13	72
2154	59	UpperSkeena_Nass	1696792	426	24.500000	0.964947	0	2	2	97	0.969664	0	0	2	98
2154	61	Babine	1429126	354	36	0.715061	4	0	2	94	0.411842	15	15	15	54
2154	62	Stewart	1132800	278	27.500000	0.945331	0	1	3	96	0.779185	0	4	22	75
2154	63	Cranberry	1176752	298	51	0.816520	2	0	7	91	0.485100	6	8	25	61
2154	65	Bulkley_Lakes	2368771	617	43	0.776925	2	0	5	93	0.266365	22	28	34	16
2154	66	Khutzeymateen	798936	191	24	0.945808	0	1	4	95	0.385551	6	17	44	33
2154	67	NorthCoast	678270	162	16	0.580532	2	1	7	90	0.159519	16	28	56	0
2154	70	Francois	868521	191	16	0.649505	3	6	18	73	0.480051	6	13	19	63
2164	59	UpperSkeena_Nass	1696792	428	24.500000	0.942243	0	2	1	96	0.952647	0	0	2	98
2164	61	Babine	1429126	355	36	0.668920	4	1	3	92	0.381985	14	14	19	53
2164	62	Stewart	1132800	277	27.500000	0.917427	0	3	4	93	0.729397	2	7	20	71
2164	63	Cranberry	1176752	299	49.500000	0.787099	2	1	7	90	0.431470	7	8	26	59
2164	65	Bulkley_Lakes	2368771	617	40	0.727057	2	0	5	92	0.287860	20	28	36	16
2164	66	Khutzeymateen	798936	191	23	0.915804	1	0	6	93	0.437163	7	20	39	35
2164	67	NorthCoast	678270	157	14.500000	0.707116	1	2	4	92	0.219922	10	38	52	0
2164	70	Francois	868521	191	16	0.675206	3	5	8	85	0.502757	6	13	19	63
2174	59	UpperSkeena_Nass	1696792	428	24.500000	0.941044	0	2	1	96	0.964749	0	0	2	98
2174	61	Babine	1429126	351	35	0.658625	4	1	3	92	0.389031	14	17	14	54
2174	62	Stewart	1132800	277	22.500000	0.869941	2	2	4	92	0.797861	0	2	13	84
2174	63	Cranberry	1176752	290	46	0.767068	2	7	5	86	0.449891	10	10	21	60
2174	65	Bulkley_Lakes	2368771	618	39	0.712755	2	1	5	92	0.276781	24	26	33	17
2174	66	Khutzeymateen	798936	191	23	0.891356	1	1	7	92	0.372949	9	22	39	30
2174	67	NorthCoast	678270	158	15	0.647783	4	2	4	91	0.181262	20	30	50	0
2174	70	Francois	868521	190	16	0.667455	4	3	9	84	0.498262	6	9	22	63
2184	59	UpperSkeena_Nass	1696792	428	24.500000	0.941076	0	2	1	96	0.935104	0	0	6	94
2184	61	Babine	1429126	349	33.500000	0.626847	4	1	6	89	0.376831	15	18	12	55
2184	62	Stewart	1132800	276	21.500000	0.836828	3	2	5	90	0.718647	0	2	16	81
2184	63	Cranberry	1176752	288	45	0.647953	7	4	4	85	0.436165	16	9	16	60
2184	65	Bulkley_Lakes	2368771	616	38.500000	0.709851	2	1	7	89	0.241882	30	27	27	16
2184	66	Khutzeymateen	798936	191	22.500000	0.884315	1	1	7	92	0.344929	11	22	38	29
2184	67	NorthCoast	678270	160	14.500000	0.546632	4	3	4	89	0.172302	21	28	52	0
2184	70	Francois	868521	190	16	0.673666	4	4	8	84	0.476654	6	13	22	59
2194	59	UpperSkeena_Nass	1696792	427	24	0.927252	0	3	2	95	0.919899	0	0	8	92
2194	61	Babine	1429126	350	33	0.597123	4	1	5	90	0.321543	18	15	11	56
2194	62	Stewart	1132800	274	21.500000	0.758222	3	4	5	88	0.708841	0	2	28	70
2194	63	Cranberry	1176752	290	44	0.541853	11	2	6	81	0.402508	16	7	24	53
2194	65	Bulkley_Lakes	2368771	617	37.500000	0.655393	3	1	6	89	0.220859	31	21	32	16
2194	66	Khutzeymateen	798936	190	23	0.875526	1	2	7	91	0.333623	15	15	48	22
2194	67	NorthCoast	678270	159	14	0.464258	6	0	5	89	0.187358	18	21	61	0
2194	70	Francois	868521	190	16	0.635821	5	4	8	83	0.441605	9	6	22	63
2204	59	UpperSkeena_Nass	1696792	427	23.500000	0.859864	2	3	1	94	0.733995	4	4	17	74
2204	61	Babine	1429126	350	33	0.552013	6	0	5	89	0.270512	21	15	14	50
2204	62	Stewart	1132800	265	21	0.721796	3	5	5	87	0.637756	5	0	43	52
2204	63	Cranberry	1176752	281	41.500000	0.454443	13	4	7	76	0.341720	23	5	23	49
2204	65	Bulkley_Lakes	2368771	612	36.500000	0.619133	3	1	7	88	0.192739	36	26	25	14
2204	66	Khutzeymateen	798936	190	22	0.857639	1	2	7	91	0.320969	14	20	45	20
2204	67	NorthCoast	678270	159	14	0.427193	6	1	6	87	0.144054	18	36	46	0
2204	70	Francois	868521	188	15.500000	0.554391	9	3	10	79	0.433924	6	19	23	52
2214	59	UpperSkeena_Nass	1696792	427	22.500000	0.773191	5	1	0	93	0.568146	9	7	9	76
2214	61	Babine	1429126	350	32.500000	0.511546	6	0	7	87	0.254058	28	9	20	43
2214	62	Stewart	1132800	267	19.500000	0.636145	6	3	5	85	0.555227	5	15	33	46
2214	63	Cranberry	1176752	267	39.500000	0.387408	15	5	8	72	0.284990	27	9	23	42
2214	65	Bulkley_Lakes	2368771	608	35	0.593768	4	2	8	86	0.184765	39	23	27	11
2214	66	Khutzeymateen	798936	190	22	0.846374	1	2	7	91	0.301489	16	18	45	20
2214	67	NorthCoast	678270	157	14	0.391200	6	1	6	87	0.140765	18	32	50	0
2214	70	Francois	868521	187	16	0.494596	10	3	11	76	0.384454	6	16	34	44
2224	59	UpperSkeena_Nass	1696792	429	22.500000	0.697895	7	0	1	92	0.486069	13	7	9	71
2224	61	Babine	1429126	348	33	0.501804	6	2	5	86	0.212500	29	21	9	41
2224	62	Stewart	1132800	262	19	0.588063	7	3	6	84	0.346409	13	29	21	37
2224	63	Cranberry	1176752	264	40	0.307948	19	7	5	69	0.248723	35	16	13	36
2224	65	Bulkley_Lakes	2368771	611	33.500000	0.552114	6	3	7	84	0.159633	43	30	15	12
2224	66	Khutzeymateen	798936	190	21	0.796006	2	2	8	88	0.283699	21	38	31	10
2224	67	NorthCoast	678270	155	13	0.373372	5	4	8	83	0.163801	15	54	31	0
2224	70	Francois	868521	186	14	0.436086	10	3	13	74	0.414027	7	32	11	50
2234	59	UpperSkeena_Nass	1696792	428	22.500000	0.660323	7	0	1	92	0.411842	18	2	20	60
2234	61	Babine	1429126	344	31.500000	0.402355	8	3	11	79	0.184578	35	17	6	41
2234	62	Stewart	1132800	258	18	0.585511	7	5	7	81	0.252421	22	28	22	28
2234	63	Cranberry	1176752	261	35.500000	0.256187	25	7	3	66	0.208514	38	13	13	37
2234	65	Bulkley_Lakes	2368771	598	32.500000	0.503668	7	4	10	80	0.139526	52	29	15	3
2234	66	Khutzeymateen	798936	189	20.500000	0.735804	3	4	10	84	0.228146	27	37	22	15
2234	67	NorthCoast	678270	154	13.500000	0.349132	6	4	10	80	0.135775	26	44	26	4
2234	70	Francois	868521	184	13	0.385625	11	8	15	67	0.324280	19	42	8	31
2244	59	UpperSkeena_Nass	1696792	426	21	0.635566	6	2	3	89	0.383142	14	17	17	52
2244	61	Babine	1429126	333	29.500000	0.368833	9	5	19	67	0.141163	47	14	5	34
2244	62	Stewart	1132800	259	16	0.471809	8	6	7	78	0.202738	41	13	19	28
2244	63	Cranberry	1176752	254	34	0.191122	30	6	4	60	0.159226	46	19	10	25
2244	65	Bulkley_Lakes	2368771	579	31.500000	0.447429	9	5	11	75	0.101003	75	16	8	2
2244	66	Khutzeymateen	798936	181	18	0.670853	4	8	9	79	0.223428	31	44	14	11
2244	67	NorthCoast	678270	152	13	0.283953	8	4	11	77	0.100415	31	54	15	0
2244	70	Francois	868521	168	13	0.310008	15	10	32	43	0.208084	38	23	12	27
2254	59	UpperSkeena_Nass	1696792	423	17.500000	0.547150	7	4	4	84	0.297447	26	17	17	40
2254	61	Babine	1429126	325	25	0.324252	11	7	24	58	0.117918	48	6	8	38
2254	62	Stewart	1132800	253	12.500000	0.295785	13	5	8	74	0.162534	48	16	24	12
2254	63	Cranberry	1176752	261	31	0.129348	33	6	5	56	0.121992	50	16	8	26
2254	65	Bulkley_Lakes	2368771	563	29.500000	0.358124	13	7	14	67	0.077311	80	12	8	0
2254	66	Khutzeymateen	798936	182	16.500000	0.519378	9	7	6	78	0.190935	42	33	9	15
2254	67	NorthCoast	678270	149	13.500000	0.247616	11	8	7	74	0.069273	52	37	11	0
2254	70	Francois	868521	164	11.500000	0.247370	20	23	29	28	0.165624	48	13	17	22
2264	59	UpperSkeena_Nass	1696792	416	17	0.477137	11	5	5	80	0.249992	29	24	6	41
2264	61	Babine	1429126	320	27.500000	0.272112	16	11	20	53	0.077013	56	4	7	33
2264	62	Stewart	1132800	253	13.500000	0.215667	14	6	7	73	0.103171	70	19	11	0
2264	63	Cranberry	1176752	257	32.500000	0.101324	36	5	4	54	0.085326	62	12	12	14
2264	65	Bulkley_Lakes	2368771	536	32	0.312421	14	8	13	65	0.055548	86	11	3	0
2264	66	Khutzeymateen	798936	180	15.500000	0.415318	13	7	5	75	0.176726	48	29	19	3
2264	67	NorthCoast	678270	150	12	0.196700	15	7	12	66	0.065298	54	38	8	0
2264	70	Francois	868521	152	13	0.186786	30	14	25	32	0.121818	58	15	4	23
