Year	Scn	strata	TroutUnit	Landform	GBPU	Ecosection	LU	BEC	aTot	aLU_NaturalPermanent	aLU_Range	aLU_Agriculture	aLU_Natural	aLU_Urban	aLU_Industrial	aPark	kmPipelines_existing	kmPipelines_proposed	nMines_Aggregate	nMines_Coal	nMines_Mineral	nMines_Future	nWindFarms	kmTransLine_existing	kmTransLine_potential	aProductiveForest	aConif	aMidSeralConif	kmRoad	aRdDensityCls_1	aRdDensityCls_2	aRdDensityCls_3	aRdDensityCls_4	aRdDensityCls_5	aHumanPressureCls_1	aHumanPressureCls_2	aHumanPressureCls_3	aHumanPressureCls_4	aHumanPressureCls_5	aSecureFull	aSecurePartial	aSecureNonHab	aNonSecureHab	aNonSecureNonHab	aBEIcls_1	aBEIcls_2	aBEIcls_3	aBEIcls_4	aBEIcls_5	aBEIcls6	aBEIcls8
2014	CurrCond	82	tuBellIrving	lf4Plain	Stewart	MEM_MeziadinMountains	Bowser	MHmm2	198	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	31	20	3	0	198	0	0	0	0	0	0	198	0	0	0	0	0	0	0	198	0
2014	CurrCond	83	tuBellIrving	lf4Plain	Stewart	MEM_MeziadinMountains	Bowser	MHmmp	182	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	5	7	0	0	47	135	0	0	0	0	0	182	0	0	0	0	0	0	0	182	0
2014	CurrCond	84	tuBellIrving	lf4Plain	Stewart	MEM_MeziadinMountains	Bear	CMAun	107	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	104	3	0	0	0	0	0	107	0	0	0	0	0	0	0	107	0
2014	CurrCond	85	tuBellIrving	lf4Plain	Stewart	MEM_MeziadinMountains	Bear	MHmmp	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
2014	CurrCond	86	tuBellIrving	lf4Plain	Stewart	MEM_MeziadinMountains	Wildfire	ESSFwv	89	32	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	35	35	0	0	89	0	0	0	0	32	57	0	0	0	89	0	0	0	0	0	89	0	0	0	0	0
2014	CurrCond	87	tuBellIrving	lf4Plain	Stewart	NAB_NassBasin	Tintina	ICHmc1	1303	188	0	0	1115	0	0	16	0	0	0	0	0	0	0	0	0	1197	1134	25	18.800000	100	74	98	41	990	2	659	642	0	0	846	139	0	318	0	0	1303	0	0	0	0	0
2014	CurrCond	88	tuBellIrving	lf4Plain	Stewart	NAB_NassBasin	Bowser	ICHmc1	1025	237	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	867	867	11	6.400000	368	159	88	28	382	12	1012	1	0	0	955	0	70	0	0	0	955	0	0	0	0	70
2014	CurrCond	89	tuBellIrving	lf4Plain	Stewart	NAB_NassBasin	Wildfire	ICHmc1	6026	661	0	0	5365	0	0	25	0	0	0	0	0	0	0	0	0	5415	5275	0	89.700000	545	222	315	116	4828	42	3642	2342	0	0	4599	838	38	551	0	0	5988	0	0	0	0	38
2014	CurrCond	90	tuBellIrving	lf4Plain	Stewart	NAB_NassBasin	Wildfire	MHmm2	97	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	90	90	0	0.100000	1	13	11	14	58	0	97	0	0	0	97	0	0	0	0	0	97	0	0	0	0	0
2014	CurrCond	91	tuBellIrving	lf4Plain	Stewart	NSM_NorthernSkeenaMountains	Oweegee	ESSFwv	258	230	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	258	0	0	0	0	258	0	0	0	0	258	0	0	0	0	258	0	0	0	0	0	0
2014	CurrCond	92	tuBellIrving	lf4Plain	Stewart	NSM_NorthernSkeenaMountains	Oweegee	ESSFwvp	17	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	17	0	0	0	0	17	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0
2014	CurrCond	93	tuBellIrving	lf4Plain	Stewart	SBR_SouthernBoundaryRanges	Bowser	BAFAun	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0
